"","Basal III cells","Fibroblasts","Macrophages"
"HMDB0001304",0.0234719925745638,-0.953721747804645,0.0617359438025092
"HMDB0001310",-0.997218005599848,-0.961873117096233,0.0814732193415991
"HMDB0001311",-1.93811510443092,-0.994749132444298,0.0213825853640211
"HMDB0001314",9.05353520388919e-06,-0.999999146302358,-0.999999973142686
"HMDB0001325",1.63705266877903e-05,1.06209690526406e-05,-0.999999983582709
"HMDB0001335",1.70680659670451e-07,-0.999999733993151,-0.999997872358148
"HMDB0001337",2.78541431688663e-08,-0.999999893303847,-0.999999992385487
"HMDB0001341",0.000735578057384961,-0.995418590200647,0.000421139208883714
"HMDB0001358",0.0661594416670924,-0.965943879941348,-0.589775911483891
"HMDB0001361",-0.999996605814492,-0.99999794130855,-0.999999977122505
"HMDB0001373",-0.999703392099835,-0.996255122263152,0.0178317640998292
"HMDB0001377",-0.791326580985742,-0.71081491980199,-0.822294855182088
"HMDB0001381",9.66001566254008e-08,7.22322863945668e-08,1.19257643487777e-08
"HMDB0001388",0.00233369835438987,0.00203167448034147,0.000420232349865384
"HMDB0001389",-0.99999808415682,-0.999998276375706,-0.999996435020892
"HMDB0001397",-0.999994400678848,-0.999980777317513,4.07181065732317e-09
"HMDB0001403",1.08167548735608e-07,7.02153779000077e-08,-0.999999986538798
"HMDB0001406",-0.999967675462341,-0.999912867092746,4.28581491278438e-06
"HMDB0001414",0.00425541048857254,0.00123367226819469,0.163721409911177
"HMDB0001416",0.000296293131536263,0.00370748328532059,-0.979213844523203
"HMDB0001419",-0.999999959854577,-0.999999972629572,4.62420615756417e-09
"HMDB0001423",-0.999778521849547,0.000101818364567244,-0.996537597027128
"HMDB0001425",-0.99998336672717,-0.999990407652263,-1.99999645663383
"HMDB0001426",1.72682864155488e-05,-0.999990025408395,-0.999974277683813
"HMDB0001431",-0.999983988854428,-0.999999933566106,-0.999999977183775
"HMDB0001432",9.5218289738129e-08,2.77324034565948e-08,4.94588062429801e-09
"HMDB0001434",1.69197718927537e-05,1.71806976068493e-06,-0.999998786031929
"HMDB0001438",-0.999999999714357,-0.999999999239116,3.72844367059672e-09
"HMDB0001440",0.00188166907624147,-0.998060759674477,-0.999999987600363
"HMDB0001442",-1.99998488242343,-1.999995021513,1.17103457623536e-08
"HMDB0001448",8.36234005353571e-08,-0.999979270510463,3.43088840726895e-06
"HMDB0001449",1.68015154234233e-08,1.48495213484309e-08,4.55889206754291e-10
"HMDB0001451",-0.999999969246982,-0.999999977966606,7.42049828978884e-09
"HMDB0001452",-0.999981810600242,-0.999987540049246,1.74569821745272e-06
"HMDB0001453",1.79628598316496e-06,-0.99999886372568,-0.999999999420598
"HMDB0001455",1.68015154234233e-08,1.48495213484309e-08,4.55889206754291e-10
"HMDB0001473",0.00413250773868451,-0.993284167907486,0.00315058299245702
"HMDB0001476",1.52001980437534e-08,1.05056374685412e-08,-0.999999988074339
"HMDB0001483",1.80046726063473e-08,1.04886957382392e-08,-0.999999998786658
"HMDB0001488",-0.999999973547153,-0.999999987592455,-0.999999994332408
"HMDB0001492",-0.99999996384736,-0.999999971782008,2.6320665411968e-10
"HMDB0001509",9.33032410626377e-06,-0.999997612993834,-0.999999982657648
"HMDB0001514",-0.999988558179827,-0.999989836095082,3.23685950376043e-06
"HMDB0001517",-0.999935376535934,-0.999932043954185,1.86315448511692e-08
"HMDB0001520",0.000521782292896787,0.00096607320013433,7.69064192245712e-08
"HMDB0001545",0.00631281234135865,-0.999952165785009,-0.999999960170332
"HMDB0001546",-0.99999999698606,3.26853958967484e-05,-0.99999999922768
"HMDB0001547",-0.999999986538356,-0.999999989240635,2.96878765392094e-09
"HMDB0001565",6.73818161511777e-05,-0.99998250589387,6.0225405591729e-07
"HMDB0001586",0.000166062594065334,0.000288656925824346,-0.999999995928263
"HMDB0001644",8.00384551167128e-07,9.6718631248459e-07,-0.999999980512384
"HMDB0001659",4.63694181828084e-05,0.000264540868528144,0.0112361057248326
"HMDB0001721",0.00398670451527824,-0.994281060126831,-0.998204796296207
"HMDB0001830",-0.999999931657332,-0.999999951788557,-0.999999987281304
"HMDB0001842",-0.999999999998096,1.71214114053687e-10,-0.999999999799614
"HMDB0001851",0.0346244020855023,0.0152770492998117,-0.584618732953509
"HMDB0001852",-0.972762424919281,0.0152335460217398,0.161784519009967
"HMDB0001855",3.18720777486341e-10,1.89174198341822e-09,1.12280005539232e-09
"HMDB0001858",-0.999999999140217,-0.999999999381079,4.44717860882042e-09
"HMDB0001870",-0.999986570718555,-0.999994054539147,1.4670788089811e-06
"HMDB0001874",0.0238267744723172,0.0128859533336083,-0.872099729176493
"HMDB0001875",1.66816406026821e-07,1.71567171851684e-06,2.53802218018228e-05
"HMDB0001877",0.000118114275811403,0.000105669544979901,-0.999991424927755
"HMDB0001882",-0.999985022820427,-0.999638743067154,-0.999881054784971
"HMDB0001893",6.82829632333938e-08,1.08897257979547e-08,-0.999999998250213
"HMDB0001896",1.06186984150523e-08,2.26392010935776e-09,-0.999999999699504
"HMDB0001903",-0.99999999957806,9.6725071536377e-10,-0.999999995559182
"HMDB0001913",7.10660231163021e-10,-0.999999999908856,5.36594239001342e-10
"HMDB0001921",-0.999999999998096,1.71214114053687e-10,-0.999999999799614
"HMDB0001967",0.166127704024552,0.0601257143061292,0.293729058232608
"HMDB0001976",0.000118114275811403,0.000105669544979901,-0.999991424927755
"HMDB0001999",0.000224444019772438,0.000115774758917498,-0.999642713347275
"HMDB0002003",2.73068905801635e-05,2.25280980970308e-05,3.39834918749123e-06
"HMDB0002024",7.63450627127343e-09,1.35190049003518e-08,2.12289630788838e-10
"HMDB0002027",1.06393716306533e-10,-0.999999999824906,-0.999999998808878
"HMDB0002031",-0.999999950425976,-0.999999953458335,1.3617612342522e-09
"HMDB0002035",-0.99999999712106,-0.99999999654281,-0.999999996200286
"HMDB0002059",-0.999999968519113,-0.999999983106857,-0.999999997959821
"HMDB0002078",3.93992812595462e-09,2.86878158055465e-09,-0.999999977956885
"HMDB0002092",-0.999971501280607,-0.999984696049941,-0.999999988508044
"HMDB0002103",-0.999999689680858,-0.999999440954002,4.68880806184005e-07
"HMDB0002111",-0.81141466807312,-0.617052404599238,-0.523126766183476
"HMDB0002134",-0.999999983438131,-0.999999986204141,2.92842632348465e-08
"HMDB0002152",0.0661594416670924,-0.965943879941348,-0.589775911483891
"HMDB0002158",0.00125860635009464,-0.998175309558907,-0.999999971871291
"HMDB0002179",-0.978431600070249,0.0557638513664691,-0.86315691644349
"HMDB0002183",1.4278638096542e-05,0.000360812066116141,0.000118847161048026
"HMDB0002190",-0.999999986162148,-0.999999993869783,-0.999999998175594
"HMDB0002200",1.06992187061015e-07,1.9001848518851e-06,-0.999999970973601
"HMDB0002211",-0.998856832313359,0.00175964240576368,-0.999999997119392
"HMDB0002212",1.82488578528047e-05,2.57527484145512e-05,3.40192669798486e-06
"HMDB0002226",0.000192541572679876,0.000144184987753912,-0.999980480624885
"HMDB0002231",2.21709952352572e-05,2.0314558032008e-05,3.39290451067557e-06
"HMDB0002232",-0.999999986162148,-0.999999993869783,-0.999999998175594
"HMDB0002243",-0.999991540385938,-0.999990379257857,4.68696887229712e-08
"HMDB0002259",2.30023691882141e-05,1.38914466464046e-05,3.3257571850833e-06
"HMDB0002275",3.51046173941397e-08,8.22089086525439e-09,-0.999999888052099
"HMDB0002283",-0.999999887245685,-0.999999949849346,-0.999999978643842
"HMDB0002329",4.51841420974384e-06,3.62722336404856e-06,-0.999999123141636
"HMDB0002345",2.5735679493262e-05,2.29850762167728e-05,3.39913413463846e-06
"HMDB0002356",2.39261897846839e-05,2.10947971101369e-05,3.38999097223293e-06
"HMDB0002368",2.43798946408314e-05,2.2016550371756e-05,3.39703427153857e-06
"HMDB0002369",-0.972762424919281,0.0152335460217398,0.161784519009967
"HMDB0002504",3.52265685533946e-08,1.13770989688444e-08,-0.99999999596104
"HMDB0002639",2.8825755933086e-08,1.68685447949655e-08,-0.999999996152657
"HMDB0002642",1.55563685868953e-08,3.21010750971232e-09,-0.999999996587482
"HMDB0002656",6.77558169559138e-08,3.84603288671755e-08,-1.99999999507543
"HMDB0002664",0.00027122491885784,0.000280840698539637,0.000145352752725384
"HMDB0002666",-0.999997330442023,-0.999999057965248,2.34323971136654e-05
"HMDB0002685",1.16750993074927e-07,6.46597955404417e-08,1.3460525446897e-08
"HMDB0002704",1.75695376572348e-09,-0.999999999951164,9.61071365046606e-09
"HMDB0002710",-0.999238330107625,0.00029249783763996,0.00533627215688536
"HMDB0002719",0.0147261914119448,0.0183967836760174,5.87123468388438e-09
"HMDB0002752",0.0015453694443231,0.00101012243702611,0.00873155998448251
"HMDB0002757",-0.999988039189596,1.21608375137123e-06,6.06232978182354e-07
"HMDB0002759",-0.999999999500992,-0.999999999620847,2.06292127629848e-10
"HMDB0002786",0.0215814411758454,-0.944269847902093,0.136925819051703
"HMDB0002802",-0.994747181474044,0.00808005768119687,-0.999999991739369
"HMDB0002818",-0.998725222975093,0.00219813006447967,-0.998574946797054
"HMDB0002820",5.65891096373468e-09,1.0045837776226e-08,-0.999999997373633
"HMDB0002823",2.35278379742669e-05,2.07692349890145e-05,3.3895660477469e-06
"HMDB0002833",-1.99999750963915,-1.99999721722122,-1.99999916720417
"HMDB0002845",-0.999999907228697,-0.999992229309883,5.97625391901036e-06
"HMDB0002886",-0.94298514032828,0.0730312309523124,0.0891713257711263
"HMDB0002917",-0.999999994323464,-0.999999999231597,2.60716814376879e-08
"HMDB0002923",4.30766994594717e-09,-0.999999999464711,1.06625003348444e-09
"HMDB0002925",0.00052270743706435,0.000446695267810339,1.30403986364188e-05
"HMDB0002982",6.77021454005416e-08,3.83390659321512e-08,-1.99999999534363
"HMDB0002991",7.49757776297692e-05,9.02315037622586e-05,-0.999905523723502
"HMDB0003073",0.00235631231311966,0.00204689108688589,-0.999577619437686
"HMDB0003080",-0.999999690634692,-0.999997869817892,1.54371378908831e-07
"HMDB0003125",0.00413422909135966,0.00264644320048334,-0.953475610982182
"HMDB0003134",-0.999999999495129,-0.999999999808725,4.71543497689317e-09
"HMDB0003141",-1.9499187636303,0.0265384162868555,0.306386917029985
"HMDB0003178",2.38432689952626e-06,2.21518184069407e-08,9.64599787657019e-09
"HMDB0003192",-0.999935376535934,-0.999932043954185,1.86315448511692e-08
"HMDB0003193",3.90561644849504e-08,2.38908439454322e-08,4.39994942686151e-10
"HMDB0003208",-0.999981810600242,-0.999987540049246,1.74569821745272e-06
"HMDB0003224",0.000196348215900965,0.000429284435500205,-0.999999929656017
"HMDB0003235",9.54108312391992e-08,8.02162261835734e-08,-0.999999975244225
"HMDB0003252",1.8239931278487e-05,1.24858589330011e-05,-0.999998273379469
"HMDB0003269",-0.999999973547153,-0.999999987592455,-0.999999994332408
"HMDB0003276",5.17132974485284e-08,4.15629228761164e-08,-0.999999973909579
"HMDB0003335",-0.999947681531824,-0.999915853932944,5.09566252095936e-09
"HMDB0003337",-0.999986984676318,-0.999993005622817,1.37404330924865e-06
"HMDB0003339",0.00362116876983098,0.00715789764142774,0.0183525549020523
"HMDB0003345",0.0155247142708153,-0.968690983770094,-0.954265501751006
"HMDB0003357",-0.999999998353644,-0.999999998594802,5.67558374653454e-09
"HMDB0003374",-0.995850419242269,-0.998766041020573,-0.836377617872107
"HMDB0003375",1.41313624556467e-09,-0.999999999794531,1.09022769480894e-09
"HMDB0003378",1.67869218790335e-07,5.07951391932266e-09,-0.9999999722043
"HMDB0003379",-0.999998469515654,-0.999998807753887,2.63920114705117e-05
"HMDB0003391",0.0172796289726132,-0.973370022429419,0.00134690028816503
"HMDB0003402",1.60042342454293e-06,-0.999998867914176,-0.999995954723525
"HMDB0003406",2.36130147828334e-10,1.05097773254115e-10,-0.999999999117256
"HMDB0003411",-0.934006220706428,-0.917454740635016,-0.989453663665329
"HMDB0003416",-0.999999975754374,-0.999999978980714,6.15411668088517e-09
"HMDB0003417",0.0266764111771157,0.00806349571277584,-0.901915013907712
"HMDB0003418",1.17485914527407e-06,3.48899494142044e-07,-0.999999907717653
"HMDB0003423",-0.999241831622203,0.00134845290519215,-0.988038935188159
"HMDB0003426",8.9150201316729e-05,0.000142654000701836,0.0025567583921365
"HMDB0003459",-0.999999996474353,-0.999999999359598,7.32257405542148e-09
"HMDB0003474",-0.999999980615338,-0.999999986820952,1.5183047052291e-08
"HMDB0003537",-0.999959842003,-0.999948343102401,1.1102471200713e-07
"HMDB0003540",0.00540064014511856,-0.980644376170079,0.0417254772446838
"HMDB0003550",1.58883945846746e-09,-0.999999998524631,9.54227894009128e-09
"HMDB0003555",-0.999999973774458,-0.999999983700394,-0.999999998606403
"HMDB0003556",-0.999999968995918,-0.99999657620609,-0.999999981440273
"HMDB0003634",-0.999999999293752,1.02535542161852e-10,-0.999999999455109
"HMDB0003648",3.2121502656332e-09,-0.999999999748099,3.85323961228892e-09
"HMDB0003667",-1.99999999857905,1.81907736739646e-10,-1.99999999892697
"HMDB0003892",8.5557266324894e-09,-0.999999998781352,-0.999999994510431
"HMDB0003966",-0.999999811520288,-0.999999978350357,7.37897887309091e-08
"HMDB0004080",2.25094443256821e-08,1.37645243560832e-08,7.343291122397e-09
"HMDB0004081",-0.999998765410655,-0.999998777288294,-0.999995875806006
"HMDB0004238",-0.999238330107625,0.00029249783763996,0.00533627215688536
"HMDB0004240",0.057049066096711,-0.927013104868388,-0.910884696951124
"HMDB0004242",2.47637133984372e-08,1.68587918470443e-08,-0.999999995145473
"HMDB0004258",8.73553495116185e-08,-0.999606396048672,1.38043754553813e-08
"HMDB0004264",-0.999999887245685,-0.999999949849346,-0.999999978643842
"HMDB0004321",1.41313624556467e-09,-0.999999999794531,1.09022769480894e-09
"HMDB0004362",3.35253430777126e-08,2.27280203946635e-08,1.72541741917983e-09
"HMDB0004385",2.2157922674899e-09,-0.999999997957452,2.77697729628984e-09
"HMDB0004461",-0.999986570718555,-0.999994054539147,1.4670788089811e-06
"HMDB0004666",1.48232650098434e-08,5.44980699258347e-09,-0.999999946855804
"HMDB0004673",-0.999999886942257,-0.999999950081037,-0.999999980269036
"HMDB0004688",7.90191238523691e-08,2.56415959753247e-07,1.59900688225607e-07
"HMDB0004842",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004843",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004844",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004845",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004846",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004847",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004848",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004849",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004850",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004851",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004852",-0.999999008755653,2.67851739662554e-05,-0.999999995619809
"HMDB0004853",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004854",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004855",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004856",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004857",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004858",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004859",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004860",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004861",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004863",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004865",-0.999999994382455,-0.999999994449807,1.2287410727648e-09
"HMDB0004911",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004912",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004913",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004914",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004915",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004916",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004917",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004918",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004919",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004920",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004921",5.78893581338673e-06,1.93203270617623e-08,-0.999999993338305
"HMDB0004937",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004938",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004939",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004941",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004942",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004943",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004944",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004945",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004946",-0.999996171464062,-0.999972536988454,1.31950169380792e-06
"HMDB0004958",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004960",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004961",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004962",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004963",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004964",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004965",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004966",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004967",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0004968",-0.999999322915571,-0.99999496652731,-0.999999287086348
"HMDB0005022",-0.999979712961377,-0.999989585976198,5.39905607156118e-06
"HMDB0005060",6.86632800287795e-06,8.40751120417059e-06,2.54208100772716e-06
"HMDB0005073",9.43532166538705e-07,5.95738460304029e-07,-1.99999999326386
"HMDB0005082",-1.99999996447035,-1.99999997345145,2.18998125738431e-09
"HMDB0005087",-0.999994739146294,-0.999996124421497,1.75692069625007e-09
"HMDB0005095",6.50477522935359e-08,4.26189146255569e-08,-0.999999970810077
"HMDB0005176",-0.999999968931719,-0.999999972361208,-0.999999703297086
"HMDB0005199",-0.999999998224677,-0.999999998140205,-0.999999997972727
"HMDB0005784",6.44567216385627e-09,5.75530006450354e-07,1.3333042224925e-08
"HMDB0005896",4.51539810505377e-07,2.62432497925981e-07,6.16216008110638e-08
"HMDB0005962",2.49152062348305e-07,1.58261759884878e-07,5.66359343797007e-09
"HMDB0006044",-0.999987519188784,7.36690377308618e-06,5.83356395640536e-07
"HMDB0006059",-0.999998853385322,-0.999997880726773,-0.999997112449261
"HMDB0006115",-0.999986570718555,-0.999994054539147,1.4670788089811e-06
"HMDB0006216",-0.999999993536267,-0.999999339031578,-0.999999991313949
"HMDB0006219",-1.9499187636303,0.0265384162868555,0.306386917029985
"HMDB0006220",0.0661594416670924,-0.965943879941348,-0.589775911483891
"HMDB0006221",-0.999999993536267,-0.999999339031578,-0.999999991313949
"HMDB0006224",4.68492503422745e-08,1.95387210133806e-08,2.93971480929935e-10
"HMDB0006240",-0.999999998002166,5.07950897717925e-10,-0.999999999909773
"HMDB0006254",-0.999999997851848,-0.999999999698248,-0.999999997961165
"HMDB0006270",0.0387819015315778,0.0337873997669356,0.00682629148856613
"HMDB0006294",-0.999992950776467,-0.999994134431409,4.34029194730523e-06
"HMDB0006327",-0.999999965383553,-0.999999974199263,-0.999999992789297
"HMDB0006344",7.70211861014953e-06,5.73395448049066e-06,1.31463801192439e-06
"HMDB0006472",-0.999999999941655,-0.999999999892523,-0.999999995306408
"HMDB0006482",3.27419325436297e-05,3.70788668755032e-05,2.17519170229759e-06
"HMDB0006483",-0.999999976344713,-0.999999974757017,7.79432407064106e-09
"HMDB0006525",7.10660231163021e-10,-0.999999999908856,5.36594239001342e-10
"HMDB0006528",0.000118114275811403,0.000105669544979901,-0.999991424927755
"HMDB0006543",2.3916212094948e-10,-0.999999999977054,1.72495422100566e-10
"HMDB0006547",1.03889116136793e-05,1.275269505107e-05,-0.99999024047421
"HMDB0006552",2.14188940231079e-08,1.02544457573551e-08,-0.999999998442457
"HMDB0006557",3.04930718350476e-05,-1.99997549117479,7.26722966223738e-08
"HMDB0006740",1.82488578528047e-05,2.57527484145512e-05,3.40192669798486e-06
"HMDB0006790",1.3627086269075e-06,1.73802409086965e-07,5.99785975598452e-06
"HMDB0010199",1.02872454118668e-07,4.18958501160212e-08,6.04893289352251e-09
"HMDB0010216",2.70164515205997e-08,1.60476135469962e-08,1.94853433960815e-10
"HMDB0010316",1.91085334265811e-08,1.11728897778353e-08,2.01136727379913e-09
"HMDB0010384",1.717597885375e-08,1.07270189796818e-08,-0.999999999997563
"HMDB0010708",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0010709",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0010710",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0010711",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0010712",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0010713",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0010714",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0011134",-0.999999273759825,-0.999999474397578,1.36371992355648e-06
"HMDB0011135",-0.999998317654872,3.85196179855743e-07,-0.999998654342099
"HMDB0011175",-0.999999999808845,-0.999999997183733,-0.999999999780141
"HMDB0011179",1.08477319598033e-09,-0.99999999857839,-0.999999998071447
"HMDB0011617",0.00540064014511856,-0.980644376170079,0.0417254772446838
"HMDB0011631",-0.999999996978192,-0.999999999186058,-0.999999998810019
"HMDB0011632",1.16115923076803e-09,-0.999999999145342,3.6839391689506e-09
"HMDB0011680",0.000114747503735116,6.61112732499117e-05,-0.999999974753396
"HMDB0011691",-0.999986984676318,-0.999993005622817,1.37404330924865e-06
"HMDB0011733",-0.99999999897586,-0.999999999271674,6.36072952504759e-09
"HMDB0011745",2.02168775683861e-09,2.97865456084408e-09,3.37490617522904e-09
"HMDB0012225",0.00125782946864663,0.000803222775046528,-0.999639789508414
"HMDB0012238",-0.999999993033351,-0.999999992180479,6.85789775678444e-09
"HMDB0012253",-0.999999999999481,-0.999999999999801,4.57209528438495e-12
"HMDB0012254",9.56859915807606e-12,-0.999999999999601,-0.999999999974669
"HMDB0012299",0.0234719925745638,-0.953721747804645,0.0617359438025092
"HMDB0012305",-0.999961777785339,-0.999974436909093,-0.999999962018876
"HMDB0012320",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0012321",3.82599630328257e-05,2.55880736165246e-05,3.95801246577401e-08
"HMDB0012455",3.32541804488148e-08,2.15776716019846e-08,-0.999999995790844
"HMDB0012587",2.2157922674899e-09,-0.999999997957452,2.77697729628984e-09
"HMDB0012894",2.92827460068669e-09,-0.999999999349116,2.07357283165745e-09
"HMDB0012947",3.7667828030394e-06,1.89006487354279e-08,1.76371349994928e-09
"HMDB0012958",-0.999999963887405,-0.999999972755093,-0.999999991453832
"HMDB0012974",2.36173210095155e-09,1.4833500478355e-09,5.11909308825212e-10
"HMDB0012988",8.31802854907369e-09,-0.999999993990475,1.91129010786254e-08
"HMDB0013000",-0.999999997506914,4.59915155082045e-10,-0.999999998737186
"HMDB0013022",1.57357681337672e-09,-0.999999998287889,5.22656178186477e-09
"HMDB0013111",0.0234719925745638,-0.953721747804645,0.0617359438025092
"HMDB0013336",5.54144528926601e-07,2.36647582027461e-07,3.1809100503196e-09
"HMDB0013609",0.000130409870854066,-0.999913242999016,-0.996390218210936
"HMDB0013676",-0.999986570718555,-0.999994054539147,1.4670788089811e-06
"HMDB0013677",-0.999986570718555,-0.999994054539147,1.4670788089811e-06
"HMDB0014312",-0.999999969246982,-0.999999977966606,7.42049828978884e-09
"HMDB0014559",0.00540064014511856,-0.980644376170079,0.0417254772446838
"HMDB0014581",-0.999999986450148,-0.999999987006607,-0.999999997776851
"HMDB0014618",-0.99999999698606,3.26853958967484e-05,-0.99999999922768
"HMDB0014644",1.73485271937884e-10,-0.999999999670992,1.91762697250758e-10
"HMDB0014816",-0.9999998807444,-0.99999992860699,-0.999999987727944
"HMDB0014821",-0.999971782107195,-0.99998390691766,2.16110635777539e-06
"HMDB0014839",0.00540064014511856,-0.980644376170079,0.0417254772446838
"HMDB0015002",2.9028758178948e-05,-0.999984659081805,-0.999986037965321
"HMDB0015043",-0.999999987818321,-0.999999991409977,1.21765381317614e-09
"HMDB0015044",2.95683271734074e-12,-0.999999999742833,3.01641424390813e-10
"HMDB0015227",-0.999993290858888,-0.999910387304511,2.21795850527589e-05
"HMDB0015230",-0.999983857160754,-0.999999888647985,-0.999999973464046
"HMDB0015247",1.14155485952139e-06,1.15973177819245e-06,2.05574189013228e-06
"HMDB0015252",1.14700128815759e-06,2.65126556549515e-06,-0.999983780764338
"HMDB0015256",7.10660231163021e-10,-0.999999999908856,5.36594239001342e-10
"HMDB0015360",7.10660231163021e-10,-0.999999999908856,5.36594239001342e-10
"HMDB0015459",-0.994747181474044,0.00808005768119687,-0.999999991739369
"HMDB0015503",1.99879676663916e-09,-0.999999999492111,9.00362023050274e-11
"HMDB0015532",2.70702771019558e-11,9.11986535174137e-10,-0.999999998539699
"HMDB0015536",-0.998090531642681,0.00273089156849385,5.36889234035664e-06
"HMDB0028680",-0.999999996474353,-0.999999999359598,7.32257405542148e-09
"HMDB0028752",6.19205925854065e-07,4.08163787065703e-07,8.14254452369518e-09
"HMDB0028818",-0.999999997604342,1.97030305851527e-09,-0.999999995481666
"HMDB0028823",-0.999999998906857,-0.999999998773477,-0.999999998585522
"HMDB0028848",4.88036329137021e-10,-0.999999997418565,2.57190651925691e-09
"HMDB0028929",-1.99999999857523,-1.99999999196136,5.47546358956587e-09
"HMDB0028933",0.0388839572133109,-0.999999995047476,2.23180439370983e-09
"HMDB0028940",-0.99999999975045,-0.999999997839779,3.58498812358578e-10
"HMDB0028942",-0.99999999827526,-0.999999997782151,-0.999999995039263
"HMDB0028959",5.46279972565953e-09,-0.999992171488439,-0.999999999227808
"HMDB0029014",-0.999999998313955,-0.999999997076346,-0.999999998009008
"HMDB0029019",-0.99999999870398,-0.999999998514839,-0.999999996485663
"HMDB0029140",-0.99999999633918,-0.999999999986769,-0.999999988389147
"HMDB0029423",1.12067124280132e-07,1.02246055097821e-06,1.59546348143021e-07
"HMDB0029593",4.39431795247783e-08,2.38999075561075e-08,-0.999999993734755
"HMDB0029751",1.67244223532109e-09,1.96776986155341e-10,6.56863790919585e-10
"HMDB0029865",-0.999999999289524,9.0953868369823e-11,-0.999999999463485
"HMDB0030091",-0.999988558179827,-0.999989836095082,3.23685950376043e-06
"HMDB0032473",1.41313624556467e-09,-0.999999999794531,1.09022769480894e-09
"HMDB0032562",0.000118114275811403,0.000105669544979901,-0.999991424927755
"HMDB0033022",2.21709952352572e-05,2.0314558032008e-05,3.39290451067557e-06
"HMDB0033685",6.82829632333938e-08,1.08897257979547e-08,-0.999999998250213
"HMDB0033704",0.000106777988750093,6.95865119094368e-05,-0.999998827556194
"HMDB0033923",-0.996938190661108,-0.997328661941448,-0.99090091736933
"HMDB0033934",1,0.928600844057187,0.210346293411931
