"","Basal III cells","Fibroblasts","Macrophages"
"HMDB0001085",4.51236065094602e-08,-0.99999993794517,1.02442309170097e-09
"HMDB0001123",1.28217677401478e-09,-0.999999995822387,-0.99999998814559
"HMDB0001129",-0.999999966566462,-0.999999978555645,-0.999999988176308
"HMDB0001138",1.8718357796338e-08,1.77248240515757e-08,2.13641603004295e-09
"HMDB0001139",1.02872454118668e-07,4.18958501160212e-08,6.04893289352251e-09
"HMDB0001149",0.000896679316367572,-0.998859302132809,2.8675685590979e-07
"HMDB0001160",2.34377430618469e-05,2.0311662053292e-05,3.38532475277008e-06
"HMDB0001167",-0.999881005318367,-0.999988061561505,0.00205684304607659
"HMDB0001175",8.73553495116185e-08,-0.999606396048672,1.38043754553813e-08
"HMDB0001178",1.4989057667467e-08,-0.999999993633504,1.66068600499824e-09
"HMDB0001185",0.00297979401553688,-0.999452975028469,-0.975147227567687
"HMDB0001198",6.50477522935359e-08,4.26189146255569e-08,-0.999999970810077
"HMDB0001201",-0.999997961988698,-0.999999696616635,-0.999973634136527
"HMDB0001218",7.10660231163021e-10,-0.999999999908856,5.36594239001342e-10
"HMDB0001220",-0.999999105054931,2.63658336841041e-06,1.77742047416895e-08
"HMDB0001227",1.47063519085838e-08,-0.999961557605643,-0.99999998591952
"HMDB0001232",9.49709817442042e-07,-0.999999244204855,-0.999999991858476
"HMDB0001248",-0.999485740244246,-0.999040791465425,1.24566415179002e-06
"HMDB0001251",4.1025568513498e-08,1.93939290454485e-08,-0.999999997331865
"HMDB0001256",-0.999999514263882,-0.999998318932336,4.94118292252152e-07
"HMDB0001257",-0.999999999103431,4.05867935360767e-09,-0.999999996222407
"HMDB0001259",1.0365912272047e-05,1.51784975460918e-05,-0.999999930981824
"HMDB0001261",-0.999996737533733,5.07044358465696e-06,-0.99999999787229
"HMDB0001262",2.2082447429229e-11,-0.999999999996082,-0.999999999993481
"HMDB0001264",-0.992988702733354,0.0122035857323473,-0.991382166334398
"HMDB0001273",-0.999998469515654,-0.999998807753887,2.63920114705117e-05
"HMDB0001274",-0.99999999821508,2.12518263483995e-06,-0.999999999808466
"HMDB0001296",2.57169795571994e-10,3.9269413203166e-10,-0.999999991902081
