test_ligand,auroc,aupr,pearson,target,target_weight,Sender,Target
IL1B,0.481640483,0.143633375,0.028692064,ABCA1/ADAM15/ADAMTS1/ADAMTS4/AREG/ASS1/BCL2L1/C4A/CAV1/CCL3/CCL7/F3/HAS2/IL13RA1/IL1RN/LAMA4/MMP12/MMP13/MMP9/PLAT/SERPINE1/SOX4/SOX9/TIMP1/VCAN,0.00440871432519779/0.00498984755065295/0.00610819585501071/0.0062124402077904/0.00678499376436745/0.00632377125865348/0.00574291384899857/0.0103514792879331/0.00462346515388925/0.0053013438962451/0.00856922250413667/0.00514698890695378/0.0044034475032619/0.00476765015397886/0.00516222769070909/0.00535707891642765/0.00740596900968595/0.0068031420531532/0.00537213342156156/0.00462272691470985/0.00582539956101891/0.00438138905510333/0.00445932893547945/0.00519880978995069/0.00484051678696276,Unknown6_Joint,Dendritic-cells_Spleen
IL1B,0.481640483,0.143633375,0.028692064,ABCA1/ADAM15/ADAMTS1/ADAMTS4/AREG/ASS1/BCL2L1/C4A/CAV1/CCL3/CCL7/F3/HAS2/IL13RA1/IL1RN/LAMA4/MMP12/MMP13/MMP9/PLAT/SERPINE1/SOX4/SOX9/TIMP1/VCAN,0.00440871432519779/0.00498984755065295/0.00610819585501071/0.0062124402077904/0.00678499376436745/0.00632377125865348/0.00574291384899857/0.0103514792879331/0.00462346515388925/0.0053013438962451/0.00856922250413667/0.00514698890695378/0.0044034475032619/0.00476765015397886/0.00516222769070909/0.00535707891642765/0.00740596900968595/0.0068031420531532/0.00537213342156156/0.00462272691470985/0.00582539956101891/0.00438138905510333/0.00445932893547945/0.00519880978995069/0.00484051678696276,Unknown6_Skin,Dendritic-cells_Spleen
TNF,0.490527001,0.168167221,0.027157654,ACOT1/ACOT2/AHR/CCL7/CCL8/CDK2/CDK5R1/CEBPA/COL15A1/COL4A1/GJA1/IL1RN/IL7R/MMP13/MMP2/MMP9/OPTN/ORM1/PLAT/PTAFR/RIPK2/SPIB/SPP1/TRAF1/UPP1/XAF1/XIAP,0.0048811214065605/0.00511628172371097/0.00584524394099656/0.00615378535183138/0.00821378512426956/0.00521216542777663/0.00604694449345019/0.00546617485149511/0.00519757212018063/0.00470788756774182/0.00585054561233598/0.00631803130649181/0.00646268793190879/0.00648008465836644/0.00511567546055251/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.0069929867630917/0.00558815271223983/0.00482734357957005/0.00523145734114644/0.0058713908339737/0.00519016474775638/0.00555238596437144/0.0057696988891798,B-cells_Muscle,Granulocytes_Spleen
TNF,0.490527001,0.168167221,0.027157654,ACOT1/ACOT2/AHR/CCL7/CCL8/CDK2/CDK5R1/CEBPA/COL15A1/COL4A1/GJA1/IL1RN/IL7R/MMP13/MMP2/MMP9/OPTN/ORM1/PLAT/PTAFR/RIPK2/SPIB/SPP1/TRAF1/UPP1/XAF1/XIAP,0.0048811214065605/0.00511628172371097/0.00584524394099656/0.00615378535183138/0.00821378512426956/0.00521216542777663/0.00604694449345019/0.00546617485149511/0.00519757212018063/0.00470788756774182/0.00585054561233598/0.00631803130649181/0.00646268793190879/0.00648008465836644/0.00511567546055251/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.0069929867630917/0.00558815271223983/0.00482734357957005/0.00523145734114644/0.0058713908339737/0.00519016474775638/0.00555238596437144/0.0057696988891798,Dendritic-cells_Muscle,Granulocytes_Spleen
TNF,0.490527001,0.168167221,0.027157654,ACOT1/ACOT2/AHR/CCL7/CCL8/CDK2/CDK5R1/CEBPA/COL15A1/COL4A1/GJA1/IL1RN/IL7R/MMP13/MMP2/MMP9/OPTN/ORM1/PLAT/PTAFR/RIPK2/SPIB/SPP1/TRAF1/UPP1/XAF1/XIAP,0.0048811214065605/0.00511628172371097/0.00584524394099656/0.00615378535183138/0.00821378512426956/0.00521216542777663/0.00604694449345019/0.00546617485149511/0.00519757212018063/0.00470788756774182/0.00585054561233598/0.00631803130649181/0.00646268793190879/0.00648008465836644/0.00511567546055251/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.0069929867630917/0.00558815271223983/0.00482734357957005/0.00523145734114644/0.0058713908339737/0.00519016474775638/0.00555238596437144/0.0057696988891798,Erythrocytes_Muscle,Granulocytes_Spleen
TNF,0.490527001,0.168167221,0.027157654,ACOT1/ACOT2/AHR/CCL7/CCL8/CDK2/CDK5R1/CEBPA/COL15A1/COL4A1/GJA1/IL1RN/IL7R/MMP13/MMP2/MMP9/OPTN/ORM1/PLAT/PTAFR/RIPK2/SPIB/SPP1/TRAF1/UPP1/XAF1/XIAP,0.0048811214065605/0.00511628172371097/0.00584524394099656/0.00615378535183138/0.00821378512426956/0.00521216542777663/0.00604694449345019/0.00546617485149511/0.00519757212018063/0.00470788756774182/0.00585054561233598/0.00631803130649181/0.00646268793190879/0.00648008465836644/0.00511567546055251/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.0069929867630917/0.00558815271223983/0.00482734357957005/0.00523145734114644/0.0058713908339737/0.00519016474775638/0.00555238596437144/0.0057696988891798,Monocytes_Muscle,Granulocytes_Spleen
TNF,0.490527001,0.168167221,0.027157654,ACOT1/ACOT2/AHR/CCL7/CCL8/CDK2/CDK5R1/CEBPA/COL15A1/COL4A1/GJA1/IL1RN/IL7R/MMP13/MMP2/MMP9/OPTN/ORM1/PLAT/PTAFR/RIPK2/SPIB/SPP1/TRAF1/UPP1/XAF1/XIAP,0.0048811214065605/0.00511628172371097/0.00584524394099656/0.00615378535183138/0.00821378512426956/0.00521216542777663/0.00604694449345019/0.00546617485149511/0.00519757212018063/0.00470788756774182/0.00585054561233598/0.00631803130649181/0.00646268793190879/0.00648008465836644/0.00511567546055251/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.0069929867630917/0.00558815271223983/0.00482734357957005/0.00523145734114644/0.0058713908339737/0.00519016474775638/0.00555238596437144/0.0057696988891798,NK-cells_Muscle,Granulocytes_Spleen
TNF,0.490527001,0.168167221,0.027157654,ACOT1/ACOT2/AHR/CCL7/CCL8/CDK2/CDK5R1/CEBPA/COL15A1/COL4A1/GJA1/IL1RN/IL7R/MMP13/MMP2/MMP9/OPTN/ORM1/PLAT/PTAFR/RIPK2/SPIB/SPP1/TRAF1/UPP1/XAF1/XIAP,0.0048811214065605/0.00511628172371097/0.00584524394099656/0.00615378535183138/0.00821378512426956/0.00521216542777663/0.00604694449345019/0.00546617485149511/0.00519757212018063/0.00470788756774182/0.00585054561233598/0.00631803130649181/0.00646268793190879/0.00648008465836644/0.00511567546055251/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.0069929867630917/0.00558815271223983/0.00482734357957005/0.00523145734114644/0.0058713908339737/0.00519016474775638/0.00555238596437144/0.0057696988891798,Unknown6_Joint,Granulocytes_Spleen
TNF,0.486461303,0.14233033,0.026967064,ABCB1/AHR/BCL2L1/CAV1/CCL7/CCL8/CDK5R1/CEBPA/CIB2/CP/FXYD1/GJA1/IL1RN/MMP13/MMP9/OPTN/ORM1/PLAT/SERPINB2/SERPINE1/SPP1/TIMP1/TLR2/TNFRSF1A/XAF1,0.00538939626620702/0.00584524394099656/0.00514057324681684/0.00552984600394917/0.00615378535183138/0.00821378512426956/0.00604694449345019/0.00546617485149511/0.00475622834566838/0.00681893178321207/0.00530131752835554/0.00585054561233598/0.00631803130649181/0.00648008465836644/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.00636778393070118/0.00537360342728956/0.00523145734114644/0.00490065863606195/0.0064494914437603/0.00577536301303989/0.00555238596437144,B-cells_Muscle,Dendritic-cells_Spleen
TNF,0.486461303,0.14233033,0.026967064,ABCB1/AHR/BCL2L1/CAV1/CCL7/CCL8/CDK5R1/CEBPA/CIB2/CP/FXYD1/GJA1/IL1RN/MMP13/MMP9/OPTN/ORM1/PLAT/SERPINB2/SERPINE1/SPP1/TIMP1/TLR2/TNFRSF1A/XAF1,0.00538939626620702/0.00584524394099656/0.00514057324681684/0.00552984600394917/0.00615378535183138/0.00821378512426956/0.00604694449345019/0.00546617485149511/0.00475622834566838/0.00681893178321207/0.00530131752835554/0.00585054561233598/0.00631803130649181/0.00648008465836644/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.00636778393070118/0.00537360342728956/0.00523145734114644/0.00490065863606195/0.0064494914437603/0.00577536301303989/0.00555238596437144,Dendritic-cells_Muscle,Dendritic-cells_Spleen
TNF,0.486461303,0.14233033,0.026967064,ABCB1/AHR/BCL2L1/CAV1/CCL7/CCL8/CDK5R1/CEBPA/CIB2/CP/FXYD1/GJA1/IL1RN/MMP13/MMP9/OPTN/ORM1/PLAT/SERPINB2/SERPINE1/SPP1/TIMP1/TLR2/TNFRSF1A/XAF1,0.00538939626620702/0.00584524394099656/0.00514057324681684/0.00552984600394917/0.00615378535183138/0.00821378512426956/0.00604694449345019/0.00546617485149511/0.00475622834566838/0.00681893178321207/0.00530131752835554/0.00585054561233598/0.00631803130649181/0.00648008465836644/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.00636778393070118/0.00537360342728956/0.00523145734114644/0.00490065863606195/0.0064494914437603/0.00577536301303989/0.00555238596437144,Erythrocytes_Muscle,Dendritic-cells_Spleen
TNF,0.486461303,0.14233033,0.026967064,ABCB1/AHR/BCL2L1/CAV1/CCL7/CCL8/CDK5R1/CEBPA/CIB2/CP/FXYD1/GJA1/IL1RN/MMP13/MMP9/OPTN/ORM1/PLAT/SERPINB2/SERPINE1/SPP1/TIMP1/TLR2/TNFRSF1A/XAF1,0.00538939626620702/0.00584524394099656/0.00514057324681684/0.00552984600394917/0.00615378535183138/0.00821378512426956/0.00604694449345019/0.00546617485149511/0.00475622834566838/0.00681893178321207/0.00530131752835554/0.00585054561233598/0.00631803130649181/0.00648008465836644/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.00636778393070118/0.00537360342728956/0.00523145734114644/0.00490065863606195/0.0064494914437603/0.00577536301303989/0.00555238596437144,Monocytes_Muscle,Dendritic-cells_Spleen
TNF,0.486461303,0.14233033,0.026967064,ABCB1/AHR/BCL2L1/CAV1/CCL7/CCL8/CDK5R1/CEBPA/CIB2/CP/FXYD1/GJA1/IL1RN/MMP13/MMP9/OPTN/ORM1/PLAT/SERPINB2/SERPINE1/SPP1/TIMP1/TLR2/TNFRSF1A/XAF1,0.00538939626620702/0.00584524394099656/0.00514057324681684/0.00552984600394917/0.00615378535183138/0.00821378512426956/0.00604694449345019/0.00546617485149511/0.00475622834566838/0.00681893178321207/0.00530131752835554/0.00585054561233598/0.00631803130649181/0.00648008465836644/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.00636778393070118/0.00537360342728956/0.00523145734114644/0.00490065863606195/0.0064494914437603/0.00577536301303989/0.00555238596437144,NK-cells_Muscle,Dendritic-cells_Spleen
TNF,0.486461303,0.14233033,0.026967064,ABCB1/AHR/BCL2L1/CAV1/CCL7/CCL8/CDK5R1/CEBPA/CIB2/CP/FXYD1/GJA1/IL1RN/MMP13/MMP9/OPTN/ORM1/PLAT/SERPINB2/SERPINE1/SPP1/TIMP1/TLR2/TNFRSF1A/XAF1,0.00538939626620702/0.00584524394099656/0.00514057324681684/0.00552984600394917/0.00615378535183138/0.00821378512426956/0.00604694449345019/0.00546617485149511/0.00475622834566838/0.00681893178321207/0.00530131752835554/0.00585054561233598/0.00631803130649181/0.00648008465836644/0.00671525042657186/0.00469828333204926/0.00576531667495745/0.00582385803452355/0.00636778393070118/0.00537360342728956/0.00523145734114644/0.00490065863606195/0.0064494914437603/0.00577536301303989/0.00555238596437144,Unknown6_Joint,Dendritic-cells_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,B-cells_Muscle,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Endothelial-cells_Lung,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Endothelial-cells_Muscle,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Endothelial-cells_Skin,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Fibroblasts_Lung,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Macrophages_Lung,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Macrophages_Muscle,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Macrophages_Skin,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Monocytes_Muscle,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,NK-cells_Muscle,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,T-cells_Lung,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,T-cells_Muscle,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Myocytes_Muscle,Monocytes_Spleen
IGF1,0.503709876,0.147923636,0.026480451,CLEC5A/COL17A1/ITGA5/LILRB5/PDGFRA/RNASE2/SKIV2L,0.0066238994409892/0.00703820839390446/0.00622275242478983/0.00964892826170846/0.00614433509150439/0.0061148613096048/0.00610554134600723,Unknown16_Muscle,Monocytes_Spleen
FN1,0.502486141,0.158805205,0.026045801,ACBD4/ADM/CBX4/EGFR/FN1/GDF15/JARID2/KRT15/LPP/MAPK8/MMP13/MMP3/NR1D1/PLEC/RAB34/RARG/SHC1/SLC2A1/TIMP1/TNFRSF12A/ZBTB7B/ZFHX3,0.000844524704577709/0.000857048369441566/0.000931807856399314/0.00426923902233411/0.000939082509217969/0.000895706659592838/0.000856617482847708/0.000830074218150797/0.000833510760519851/0.00453917259433339/0.00466247483343946/0.00459292825088073/0.00100614248449407/0.00108895245115285/0.000873692317080071/0.00088059184438903/0.000930429986608233/0.00104859060165921/0.00355817317440741/0.00083043204685354/0.000862506501262617/0.0008518621670435,B-cells_Muscle,T-cells_Spleen
FN1,0.502486141,0.158805205,0.026045801,ACBD4/ADM/CBX4/EGFR/FN1/GDF15/JARID2/KRT15/LPP/MAPK8/MMP13/MMP3/NR1D1/PLEC/RAB34/RARG/SHC1/SLC2A1/TIMP1/TNFRSF12A/ZBTB7B/ZFHX3,0.000844524704577709/0.000857048369441566/0.000931807856399314/0.00426923902233411/0.000939082509217969/0.000895706659592838/0.000856617482847708/0.000830074218150797/0.000833510760519851/0.00453917259433339/0.00466247483343946/0.00459292825088073/0.00100614248449407/0.00108895245115285/0.000873692317080071/0.00088059184438903/0.000930429986608233/0.00104859060165921/0.00355817317440741/0.00083043204685354/0.000862506501262617/0.0008518621670435,Dendritic-cells_Muscle,T-cells_Spleen
FN1,0.502486141,0.158805205,0.026045801,ACBD4/ADM/CBX4/EGFR/FN1/GDF15/JARID2/KRT15/LPP/MAPK8/MMP13/MMP3/NR1D1/PLEC/RAB34/RARG/SHC1/SLC2A1/TIMP1/TNFRSF12A/ZBTB7B/ZFHX3,0.000844524704577709/0.000857048369441566/0.000931807856399314/0.00426923902233411/0.000939082509217969/0.000895706659592838/0.000856617482847708/0.000830074218150797/0.000833510760519851/0.00453917259433339/0.00466247483343946/0.00459292825088073/0.00100614248449407/0.00108895245115285/0.000873692317080071/0.00088059184438903/0.000930429986608233/0.00104859060165921/0.00355817317440741/0.00083043204685354/0.000862506501262617/0.0008518621670435,Endothelial-cells_Lung,T-cells_Spleen
FN1,0.502486141,0.158805205,0.026045801,ACBD4/ADM/CBX4/EGFR/FN1/GDF15/JARID2/KRT15/LPP/MAPK8/MMP13/MMP3/NR1D1/PLEC/RAB34/RARG/SHC1/SLC2A1/TIMP1/TNFRSF12A/ZBTB7B/ZFHX3,0.000844524704577709/0.000857048369441566/0.000931807856399314/0.00426923902233411/0.000939082509217969/0.000895706659592838/0.000856617482847708/0.000830074218150797/0.000833510760519851/0.00453917259433339/0.00466247483343946/0.00459292825088073/0.00100614248449407/0.00108895245115285/0.000873692317080071/0.00088059184438903/0.000930429986608233/0.00104859060165921/0.00355817317440741/0.00083043204685354/0.000862506501262617/0.0008518621670435,Macrophages_Skin,T-cells_Spleen
FN1,0.502486141,0.158805205,0.026045801,ACBD4/ADM/CBX4/EGFR/FN1/GDF15/JARID2/KRT15/LPP/MAPK8/MMP13/MMP3/NR1D1/PLEC/RAB34/RARG/SHC1/SLC2A1/TIMP1/TNFRSF12A/ZBTB7B/ZFHX3,0.000844524704577709/0.000857048369441566/0.000931807856399314/0.00426923902233411/0.000939082509217969/0.000895706659592838/0.000856617482847708/0.000830074218150797/0.000833510760519851/0.00453917259433339/0.00466247483343946/0.00459292825088073/0.00100614248449407/0.00108895245115285/0.000873692317080071/0.00088059184438903/0.000930429986608233/0.00104859060165921/0.00355817317440741/0.00083043204685354/0.000862506501262617/0.0008518621670435,Monocytes_Muscle,T-cells_Spleen
FN1,0.502486141,0.158805205,0.026045801,ACBD4/ADM/CBX4/EGFR/FN1/GDF15/JARID2/KRT15/LPP/MAPK8/MMP13/MMP3/NR1D1/PLEC/RAB34/RARG/SHC1/SLC2A1/TIMP1/TNFRSF12A/ZBTB7B/ZFHX3,0.000844524704577709/0.000857048369441566/0.000931807856399314/0.00426923902233411/0.000939082509217969/0.000895706659592838/0.000856617482847708/0.000830074218150797/0.000833510760519851/0.00453917259433339/0.00466247483343946/0.00459292825088073/0.00100614248449407/0.00108895245115285/0.000873692317080071/0.00088059184438903/0.000930429986608233/0.00104859060165921/0.00355817317440741/0.00083043204685354/0.000862506501262617/0.0008518621670435,T-cells_Joint,T-cells_Spleen
FN1,0.502486141,0.158805205,0.026045801,ACBD4/ADM/CBX4/EGFR/FN1/GDF15/JARID2/KRT15/LPP/MAPK8/MMP13/MMP3/NR1D1/PLEC/RAB34/RARG/SHC1/SLC2A1/TIMP1/TNFRSF12A/ZBTB7B/ZFHX3,0.000844524704577709/0.000857048369441566/0.000931807856399314/0.00426923902233411/0.000939082509217969/0.000895706659592838/0.000856617482847708/0.000830074218150797/0.000833510760519851/0.00453917259433339/0.00466247483343946/0.00459292825088073/0.00100614248449407/0.00108895245115285/0.000873692317080071/0.00088059184438903/0.000930429986608233/0.00104859060165921/0.00355817317440741/0.00083043204685354/0.000862506501262617/0.0008518621670435,T-cells_Lung,T-cells_Spleen
FN1,0.518696532,0.106269019,0.025661067,ACBD4/BCL9L/CAPN2/CLDN4/EGFR/EHD1/FKBP5/KRT15/MMP3/NR1D1/RARG/THOC6/TMEM107,0.000844524704577709/0.00106997215209342/0.000844221602600377/0.000832614207437833/0.00426923902233411/0.00093256885198352/0.00084012889782117/0.000830074218150797/0.00459292825088073/0.00100614248449407/0.00088059184438903/0.000913022260545724/0.000828077380027372,B-cells_Muscle,B-cells_Spleen
FN1,0.518696532,0.106269019,0.025661067,ACBD4/BCL9L/CAPN2/CLDN4/EGFR/EHD1/FKBP5/KRT15/MMP3/NR1D1/RARG/THOC6/TMEM107,0.000844524704577709/0.00106997215209342/0.000844221602600377/0.000832614207437833/0.00426923902233411/0.00093256885198352/0.00084012889782117/0.000830074218150797/0.00459292825088073/0.00100614248449407/0.00088059184438903/0.000913022260545724/0.000828077380027372,Dendritic-cells_Muscle,B-cells_Spleen
FN1,0.518696532,0.106269019,0.025661067,ACBD4/BCL9L/CAPN2/CLDN4/EGFR/EHD1/FKBP5/KRT15/MMP3/NR1D1/RARG/THOC6/TMEM107,0.000844524704577709/0.00106997215209342/0.000844221602600377/0.000832614207437833/0.00426923902233411/0.00093256885198352/0.00084012889782117/0.000830074218150797/0.00459292825088073/0.00100614248449407/0.00088059184438903/0.000913022260545724/0.000828077380027372,Endothelial-cells_Lung,B-cells_Spleen
FN1,0.518696532,0.106269019,0.025661067,ACBD4/BCL9L/CAPN2/CLDN4/EGFR/EHD1/FKBP5/KRT15/MMP3/NR1D1/RARG/THOC6/TMEM107,0.000844524704577709/0.00106997215209342/0.000844221602600377/0.000832614207437833/0.00426923902233411/0.00093256885198352/0.00084012889782117/0.000830074218150797/0.00459292825088073/0.00100614248449407/0.00088059184438903/0.000913022260545724/0.000828077380027372,Macrophages_Skin,B-cells_Spleen
FN1,0.518696532,0.106269019,0.025661067,ACBD4/BCL9L/CAPN2/CLDN4/EGFR/EHD1/FKBP5/KRT15/MMP3/NR1D1/RARG/THOC6/TMEM107,0.000844524704577709/0.00106997215209342/0.000844221602600377/0.000832614207437833/0.00426923902233411/0.00093256885198352/0.00084012889782117/0.000830074218150797/0.00459292825088073/0.00100614248449407/0.00088059184438903/0.000913022260545724/0.000828077380027372,Monocytes_Muscle,B-cells_Spleen
FN1,0.518696532,0.106269019,0.025661067,ACBD4/BCL9L/CAPN2/CLDN4/EGFR/EHD1/FKBP5/KRT15/MMP3/NR1D1/RARG/THOC6/TMEM107,0.000844524704577709/0.00106997215209342/0.000844221602600377/0.000832614207437833/0.00426923902233411/0.00093256885198352/0.00084012889782117/0.000830074218150797/0.00459292825088073/0.00100614248449407/0.00088059184438903/0.000913022260545724/0.000828077380027372,T-cells_Joint,B-cells_Spleen
FN1,0.518696532,0.106269019,0.025661067,ACBD4/BCL9L/CAPN2/CLDN4/EGFR/EHD1/FKBP5/KRT15/MMP3/NR1D1/RARG/THOC6/TMEM107,0.000844524704577709/0.00106997215209342/0.000844221602600377/0.000832614207437833/0.00426923902233411/0.00093256885198352/0.00084012889782117/0.000830074218150797/0.00459292825088073/0.00100614248449407/0.00088059184438903/0.000913022260545724/0.000828077380027372,T-cells_Lung,B-cells_Spleen
IL1B,0.492141274,0.171667004,0.025347358,ADAM15/ADAMTS4/AREG/ATG5/BIRC3/C1QB/C4A/CAT/COL11A1/ELN/ENPP2/FGFR1/IFNGR1/IGFBP3/IGFBP5/IL1R1/IL1RN/LAMA4/MMP13/MMP3/MMP9/PDGFA/PLAT/SCD/SERPINE1/THBS4/TIMP3/TNMD/TRAF6,0.00498984755065295/0.0062124402077904/0.00678499376436745/0.00413970571589666/0.00608853375803906/0.00586359418867589/0.0103514792879331/0.00570076161045825/0.0054844093086168/0.00695102019209374/0.00499025654970279/0.00466180665381612/0.00496512994710278/0.00608564632640475/0.00462666346579045/0.00694940989099363/0.00516222769070909/0.00535707891642765/0.0068031420531532/0.00673911747712635/0.00537213342156156/0.00441637455365975/0.00462272691470985/0.00448256092394468/0.00582539956101891/0.00555153748805558/0.00642038480425871/0.00856631001485534/0.00445786507883935,Dendritic-cells_Spleen,Granulocytes_Muscle
IL1B,0.492141274,0.171667004,0.025347358,ADAM15/ADAMTS4/AREG/ATG5/BIRC3/C1QB/C4A/CAT/COL11A1/ELN/ENPP2/FGFR1/IFNGR1/IGFBP3/IGFBP5/IL1R1/IL1RN/LAMA4/MMP13/MMP3/MMP9/PDGFA/PLAT/SCD/SERPINE1/THBS4/TIMP3/TNMD/TRAF6,0.00498984755065295/0.0062124402077904/0.00678499376436745/0.00413970571589666/0.00608853375803906/0.00586359418867589/0.0103514792879331/0.00570076161045825/0.0054844093086168/0.00695102019209374/0.00499025654970279/0.00466180665381612/0.00496512994710278/0.00608564632640475/0.00462666346579045/0.00694940989099363/0.00516222769070909/0.00535707891642765/0.0068031420531532/0.00673911747712635/0.00537213342156156/0.00441637455365975/0.00462272691470985/0.00448256092394468/0.00582539956101891/0.00555153748805558/0.00642038480425871/0.00856631001485534/0.00445786507883935,Endothelial-cells_Joint,Granulocytes_Muscle
IL1B,0.492141274,0.171667004,0.025347358,ADAM15/ADAMTS4/AREG/ATG5/BIRC3/C1QB/C4A/CAT/COL11A1/ELN/ENPP2/FGFR1/IFNGR1/IGFBP3/IGFBP5/IL1R1/IL1RN/LAMA4/MMP13/MMP3/MMP9/PDGFA/PLAT/SCD/SERPINE1/THBS4/TIMP3/TNMD/TRAF6,0.00498984755065295/0.0062124402077904/0.00678499376436745/0.00413970571589666/0.00608853375803906/0.00586359418867589/0.0103514792879331/0.00570076161045825/0.0054844093086168/0.00695102019209374/0.00499025654970279/0.00466180665381612/0.00496512994710278/0.00608564632640475/0.00462666346579045/0.00694940989099363/0.00516222769070909/0.00535707891642765/0.0068031420531532/0.00673911747712635/0.00537213342156156/0.00441637455365975/0.00462272691470985/0.00448256092394468/0.00582539956101891/0.00555153748805558/0.00642038480425871/0.00856631001485534/0.00445786507883935,Endothelial-cells_Lung,Granulocytes_Muscle
