"ReactionID","ReactionName","Name","Status"
"EX_ptvstlac[e]","exchange reaction for pravastatin-lactone in hepatic vein","pitavastatin-lactone",0
"EX_ptvstm3[e]","exchange reaction for pitavastatin-M3 in bile","pitavastatin-M3",0
"EX_pvs[e]","exchange reaction for pravastatin in intestinal lumen","pravastatin",1
"EX_pvsgluc[e]","exchange reaction of pravastatin glucuronide in hepatic vein","pravastatin glucuronide",0
"EX_rsv[e]","exchange reaction for rosuvastatin in intestinal lumen","rosuvastatin",1
"EX_rsvlac[e]","exchange reaction for rosuvastatin-5S-lactone in bile","rosuvastatin-5S-lactone",0
"EX_s3meacmp[e]","exchange reaction for sulphate-conjugate-3-methoxy-acetaminophen in hepatic vein","sulphate-conjugate-3-methoxy-acetaminophen",0
"EX_smv[e]","exchange reaction for simvastatin in intestinal lumen","simvastatin lactone form",0
"EX_smvacid[e]","exchange reaction for simvastatin dihydroxy acid form in hepatic vein","simvastatin dihydroxy acid form",0
"EX_stacmp[ev]","exchange reaction for sulphate-thiomethyl-acetaminophen conjugate in hepatic vein","sulphate-conjugate of thiomethyl-acetaminophen",0
"EX_sulpacmp[e]","exchange reaction for acetaminophen-sulphate in hepatic vein","sulphate-conjugate-acetaminophen",0
"EX_tacr[e]","exchange reaction for tacrolimus in intestinal lumen","Tacrolimus",1
"EX_tauribup_S[e]","exchange reaction for taurine conjugate of S-ibuprofen in hepatic vein","taurine conjugate of S-ibuprofen",0
"EX_thrfvs[e]","exchange reaction for threo-isomer of fluvastain in hepatic vein","threo-isomer of fluvastain",0
"EX_tlacfvs[e]","exchange reaction for trans-lactone-fluvastatin in hepatic vein","trans-lactone-fluvastatin",0
"EX_tmd[e]","exchange reaction for torasemide in intestinal lumen","Torasemide",0
"EX_tmdm1[e]","exchange reaction for Torasemide-M1 in hepatic vein","Torasemide-M1",0
"EX_tmdm3[e]","exchange reaction for Torasemide-M3 in hepatic vein","Torasemide-M3",0
"EX_tmdm5[e]","exchange reaction for Torasemide-M5 in hepatic vein","Torasemide-M5",0
"EX_tripvs[e]","exchange reaction of triol metabolite of pravastatin in hepatic vein","triol metabolite of pravastatin",0
"EX_tsacmgluc[e]","exchange reaction for thiomethyl-sulphoxide-acetaminophen-glucuronide in hepatic vein","thiomethyl-sulphoxide-acetaminophen-glucuronide",0
"EX_tsacmsul[e]","exchange reaction for thiomethyl-sulphoxide-acetaminophen-sulphate in hepatic vein","thiomethyl-sulphoxide-acetaminophen-sulphate",0
"EX_1a25dhvitd2[e]","EX_1a25dhvitd2(e)","1-alpha,25-dihydroxyvitamin D2",0
"EX_C13856[e]","EX_C13856[e]","2-arachidonoylglycerol",1
"EX_M02956[e]","EX_M02956[e]","TAG-chylomicron pool",0
"EX_M00234[e]","EX_M00234[e]","1,2-diacylglycerol-chylomicron pool",0
"EX_M01807[e]","EX_M01807[e]","fatty acid-chylomicron pool",0
"EX_M00503[e]","EX_M00503[e]","1-acylglycerol-chylomicron pool",0
"EX_M00241[e]","EX_M00241[e]","1,2-diacylglycerol-VLDL pool",0
"EX_M01820[e]","EX_M01820[e]","fatty acid-VLDL pool",0
"EX_M00510[e]","EX_M00510[e]","1-acylglycerol-VLDL pool",0
"EX_M01819[e]","EX_M01819[e]","fatty acid-uptake pool",0
"EX_M00003[e]","EX_M00003[e]","(10Z)-heptadecenoic acid",0
"EX_M00008[e]","EX_M00008[e]","(11Z,14Z)-eicosadienoic acid",1
"EX_M00010[e]","EX_M00010[e]","(11Z,14Z,17Z)-eicosatrienoic acid",0
"EX_M00017[e]","EX_M00017[e]","(13Z)-eicosenoic acid",0
"EX_M00019[e]","EX_M00019[e]","(13Z)-octadecenoic acid",0
"EX_M00021[e]","EX_M00021[e]","(13Z,16Z)-docosadienoic acid",1
"EX_M00115[e]","EX_M00115[e]","(7Z)-octadecenoic acid",0
"EX_M00117[e]","EX_M00117[e]","(7Z)-tetradecenoic acid",1
"EX_M00260[e]","EX_M00260[e]","10,13,16,19-docosatetraenoic acid",0
"EX_M00265[e]","EX_M00265[e]","10,13,16-docosatriynoic acid",0
"EX_M00315[e]","EX_M00315[e]","12,15,18,21-tetracosatetraenoic acid",0
"EX_M00341[e]","EX_M00341[e]","13,16,19-docosatrienoic acid",1
"EX_M01197[e]","EX_M01197[e]","7-palmitoleic acid",0
"EX_M01207[e]","EX_M01207[e]","8,11-eicosadienoic acid",0
"EX_M01235[e]","EX_M01235[e]","9-eicosenoic acid",0
"EX_M01238[e]","EX_M01238[e]","9-heptadecylenic acid",0
"EX_M01582[e]","EX_M01582[e]","cis-cetoleic acid",0
"EX_M02053[e]","EX_M02053[e]","henicosanoic acid",1
"EX_M02457[e]","EX_M02457[e]","mead acid",0
"EX_M02613[e]","EX_M02613[e]","nonadecylic acid",1
"EX_M02745[e]","EX_M02745[e]","physeteric acid",1
"EX_M03045[e]","EX_M03045[e]","tricosanoic acid",1
"EX_M03051[e]","EX_M03051[e]","tridecylic acid",1
"EX_M03153[e]","EX_M03153[e]","ximenic acid",0
"EX_M01268[e]","EX_M01268[e]","activation-ppara",0
"EX_HC02080[e]","EX_HC02080[e]","bile-PC pool",0
"EX_h2co3[e]","EX_h2co3[e]","carbonate",1
"EX_M02837[e]","EX_M02837[e]","retinyl palmitate",1
"EX_M02382[e]","EX_M02382[e]","Li+",1
"EX_M02035[e]","EX_M02035[e]","guanidine",1
"EX_M02467[e]","EX_M02467[e]","metformin",1
"EX_M02821[e]","EX_M02821[e]","quinidine",1
"EX_mg2[e]","EX_mg2[e]","Mg2+",1
"EX_cu2[e]","EX_cu2[e]","Cu2+",1
"EX_M01571[e]","EX_M01571[e]","cimetidine",1
"HMR_10024",NA,"biomass",0
"HMR_10025","Exchange of 20-hydroxy-arachidonate","20-hydroxy-arachidonate",0
"HMR_10026","Exchange of chenodiol","chenodiol",0
"HMR_10027","Exchange of LacCer pool","LacCer pool",0
"HMR_10028","Exchange of Chylomicron Lipoprotein","Chylomicron Lipoprotein",0
"HMR_10029","Exchange of steroids","steroids",1
"HMR_10030","Exchange of xenobiotics","xenobiotics",0
"HMR_10031","Exchange of arachidonate derivatives","arachidonate derivatives",0
"HMR_10047","1,2-diacylglycerol-LD-PC pool exchange","1,2-diacylglycerol-LD-PC pool",0
"HMR_10060","N-formyl-L-glutamate exchange","N-formyl-L-glutamate",0
"HMR_10074",NA,"alpha-muricholic acid",1
"HMR_10076",NA,"beta-muricholic acid",1
"HMR_10077",NA,"dehydrocholic acid",1
"HMR_10078",NA,"tauro-alpha-muricholic acid",1
"HMR_10081",NA,"omega-muricholic acid",1
"HMR_10083",NA,"taurohyocholic acid",0
"HMR_10084",NA,"glycohyocholic acid",1
"HMR_10085",NA,"glycohyodeoxycholic acid",0
"HMR_10086",NA,"glycodehydrocholic acid",0
"HMR_10087",NA,"hyocholic acid",1
"HMR_10088",NA,"tauro-omega-muricholic acid",0
"HMR_10089",NA,"tauro-beta-muricholic acid",0
"HMR_10090",NA,"murideoxycholic acid",1
"HMR_10091",NA,"taurodehydrocholic acid",0
"HMR_10132",NA,"tauro-hyodeoxycholic acid",0
