"","B cells","Dendritic cells","Erythrocytes","Monocytes","NK cells","T cells"
"HMDB0000302",-0.999967309194065,6.75646469862847e-06,-0.99999767584717,-0.999989653449388,-0.99998767606716,-0.99999777934846
"HMDB0000303",-0.999999998630428,3.59975055087659e-10,-0.999999999655853,2.8905065853737e-10,-0.999999998782294,-0.999999999665608
"HMDB0000305",-0.999999987484357,7.65300606814604e-10,-0.999999998487803,-0.999999996670706,-0.999999994160542,-0.999999997346498
"HMDB0000306",2.59636514166066e-09,-0.999999996655681,-0.99999999970702,1.4166788176965e-09,-0.999999999913292,1.38835440729663e-10
"HMDB0000321",-0.995130765583926,0.00274737913223383,0.0153518915139353,0.0511070648272742,-0.962327851514743,-0.984975510146785
"HMDB0000343",1.23069783568146e-06,8.65134279730244e-08,1.33585946176386e-07,3.30910499404129e-07,2.34719947200845e-07,8.99556796841532e-08
"HMDB0000347",-0.999998334801722,-0.999999306103975,-0.99999883768147,4.85940697684203e-08,-0.9999966008443,1.77817055404393e-06
"HMDB0000362",0.00853529943779495,0.00743958868284396,0.023743427177059,-0.993943371723195,-0.990083886436653,-0.937494147824814
"HMDB0000363",1.24152130716342e-08,-0.999999995233243,2.02150411625933e-09,4.1877029482447e-09,4.62820132895751e-09,1.58368873685512e-09
"HMDB0000364",-1.99999996777372,-3.99999999060387,-3.99999999074884,-3.99999998724312,-3.99999998783056,-1.9999999973328
"HMDB0000374",2.43494025438243e-08,7.1727361021018e-09,2.88551906296352e-09,5.21480604678179e-09,9.76202502501175e-09,1.88121775191987e-09
"HMDB0000379",4.50497610396487e-05,0.000286883305409146,0.000125990508835557,0.000746077848425499,0.0010807973196591,0.00147962862933853
"HMDB0000380",4.50497610396487e-05,0.000286883305409146,0.000125990508835557,0.000746077848425499,0.0010807973196591,0.00147962862933853
"HMDB0000415",-1.99999996777372,-3.99999999060387,-3.99999999074884,-3.99999998724312,-3.99999998783056,-1.9999999973328
"HMDB0000428",-0.999998656130308,-0.999999244549711,-0.999997021195976,-0.999999851106277,4.00759558858829e-06,7.44432985347302e-08
"HMDB0000448",-0.999978974832977,-0.99999998548198,-0.999991768612657,9.64743099438054e-06,4.93848833128031e-06,-0.999999995883937
"HMDB0000453",6.9433099947258e-06,0.00029200407459758,2.95910260715175e-05,8.65070730586037e-06,1.22627726882109e-05,0.000131451381606847
"HMDB0000462",2.05190259050961e-07,-0.99999499025382,-0.999998851805591,-0.999999495342094,-0.999999446836376,8.81979497087064e-07
"HMDB0000464",1.48252081814799e-09,-0.999999999064131,5.63849182678694e-10,4.70955208162018e-10,8.94319482744614e-10,-0.999999999956929
"HMDB0000467",-0.999999984395607,-0.999999998622057,-0.999999997418879,-0.999999991007895,-0.999999993663583,-0.99999999902433
"HMDB0000479",-0.991723757346306,0.0153346934827277,0.0111831127555867,0.00922993821807759,0.00841468307656165,0.00838418922197766
"HMDB0000482",1.53706894374523e-07,-0.999999989717833,-0.999999669528573,-0.999999576452104,-0.999997662340176,2.49107858903561e-08
"HMDB0000490",-0.999999953473072,-0.999999995756676,-0.999999996864807,-0.999999983816604,-0.999999986442743,-0.999999998716963
"HMDB0000492",-0.999999953609439,8.97071636943534e-09,-0.999999983021108,-0.999999967108116,-0.999999977081703,-0.999999994943291
"HMDB0000499",1.79831833188525e-05,7.44712354353048e-07,-0.999999256316289,3.28698892966558e-06,1.03972148544207e-06,-0.999999787432934
"HMDB0000500",1.95369211393e-05,0.000171833547304615,1.08093838158606e-05,7.27991106104454e-06,1.12752114188903e-05,0.00116144391153603
"HMDB0000506",9.64160671672724e-10,-0.999999999610838,-0.99999999943643,-0.999999999320815,-0.999999999420437,3.07823043127489e-10
"HMDB0000508",-0.999978308608793,-0.999999999745078,1.50291092243735e-09,1.23445160867131e-05,6.31610084941828e-09,2.1309091610335e-09
"HMDB0000510",3.26153035079476e-08,-0.999999989875514,-0.999999993767456,1.05369774428073e-08,1.33584667730753e-08,6.20517235386879e-09
