"","Endothelial cells","Fibroblasts","Macrophages","Myocytes","Neutrophils","NK cells","T cells"
"HMDB0000050",-0.982700153386213,-1.99729716563951,-0.993825936317083,-1.99528155993311,-0.992119812636189,0.0478651628929807,-1.99122123028941
"HMDB0000051",0.266908046443902,0.716832507623953,0.408873505854293,0.845604169757403,0.0990660559731411,0.117246128794896,1
"HMDB0000052",0.00172621095162551,0.00276422741517553,0.00847240713866761,0.00506628096467717,-0.99999999613118,9.44367246248844e-05,0.00564415814060955
"HMDB0000053",3.33271098175975e-08,-0.999999825224555,2.10745395326683e-07,-0.999999998933416,1.73847974198834e-11,5.0822909412206e-07,-0.999999986159825
"HMDB0000054",-0.999999679441392,-0.999999847889514,1.68987543957687e-07,-0.999999639154088,8.73261813791409e-08,-0.999999429397945,-0.99999976404966
"HMDB0000056",2.05472547802927e-07,5.05891134795156e-07,2.15309424609732e-07,5.07853829679516e-07,2.6250642386096e-07,1.44999256529246e-06,-0.99999981204519
"HMDB0000058",-0.99999679417431,-0.999999375554386,1.92841843048293e-06,9.95740660165318e-06,-0.999998792955186,3.44282775511939e-06,3.00660674546552e-06
"HMDB0000060",-0.999609029526264,5.99417056772105e-05,0.000576153480138507,0.000584842475855006,-0.996156893393263,-0.996626561982729,0.000125676969971009
"HMDB0000062",-0.99735261284339,-0.999110388205282,-0.999387873508446,-0.997777854907312,-0.998609983099845,-0.99829966174495,-0.997709022997329
"HMDB0000063",-0.930707808249938,0.0417829843993325,-0.997832551366091,0.000845378711009169,0.0365410908051495,0.00696976863315111,-0.992514736948124
"HMDB0000064",-0.999999999810962,1.16408365014309e-09,1.17036016446505e-09,5.53329128613104e-09,1.55233725952004e-10,-0.999999999145591,6.6922094110966e-10
"HMDB0000067",0.0394932886675094,0.0984071112939942,0.0620583022398753,0.026686298336363,0.0011792932497575,0.00238962086158329,0.0361633461334303
"HMDB0000068",5.51353918640901e-09,-0.999999998399905,3.93550158038479e-09,-0.99999999766552,-0.999999999424294,4.49332183151346e-09,-0.999999997356833
"HMDB0000071",-0.999941076768569,-0.999892993341242,-0.999929300407553,-0.999445712721653,-0.999970104758105,-0.999969333158364,-0.999668168904176
"HMDB0000072",5.42629876053853e-09,6.01238749927235e-09,1.09149735785695e-08,-0.999999973888583,-0.999999995635014,4.04388891967781e-08,9.65796695144064e-10
"HMDB0000073",3.20084683661869e-08,4.19375735662975e-08,4.04758204075709e-08,1.03583015284875e-07,1.19803387717747e-08,2.98998219190537e-08,8.19844371277856e-08
"HMDB0000076",-0.979944912827305,7.53392190408847e-05,0.00379016317141116,0.00155105384697429,-0.999211757757445,-0.999996305421836,0.000641448277708169
"HMDB0000077",-1.99811258710301,-1.99964910530935,-1.99961699066625,-0.999632333767719,-1.99917592580743,-0.999349195555824,0.000343757584961671
"HMDB0000078",-0.999999777562971,-0.999999734689794,-0.999999418811464,-0.999999242053201,1.02813376989186e-06,-0.999999996226537,1.8523892048896e-07
"HMDB0000079",2.6859834085778e-09,4.25419620025649e-09,2.26534432381336e-09,2.77559096433825e-08,5.49450973808079e-10,4.41058607040605e-09,1.79516314987974e-08
"HMDB0000082",-0.998531253360704,-0.999735227782171,0.000237911239314264,6.04994066982393e-05,3.2062908460832e-05,-0.998233740841562,-0.999997510679777
"HMDB0000085",1.16638903108054e-09,3.17026653512744e-08,3.20098625949064e-08,-0.999994414102104,-0.999998716671939,3.28109164194631e-10,-0.999995114822925
"HMDB0000089",0.00323921835270803,0.000331448797947039,0.000380870904914893,-0.999421204303514,0.000527661385110876,0.00586255868635707,-0.999608826212029
"HMDB0000092",-0.999999999274607,-0.999999996838603,-0.999999997036408,-0.999999987339344,-0.999999998676044,-0.999999998918986,-0.999999992206303
"HMDB0000094",-0.768898581371763,-0.907959432244312,-0.914895378551216,-0.939732806156973,-0.905236452779956,-0.999965425104449,-0.921946228735348
"HMDB0000095",0.000420436691318108,-0.999409534716806,0.000209291821493762,3.77059196136203e-05,-0.999939707218142,-0.998014251656082,-0.99997545715077
"HMDB0000097",0.0109662810581096,0.0166249542048121,0.0316953751950351,0.0036405116754824,0.0774330376879127,0.0540191789118759,0.00489508302489239
"HMDB0000098",-0.999999872927982,4.32081775297056e-07,4.40867168625637e-08,-0.999999520684837,-0.999999983518219,7.99000126772893e-09,3.50042705961042e-07
"HMDB0000099",2.22521166946969e-09,5.70113798917133e-10,-0.99999999883288,-0.999999996014262,-0.999999997022727,-0.999999989560763,-0.999999999411993
"HMDB0000101",-0.999664067403286,-0.998990493599527,0.000111116119047699,-0.998454652813135,-0.99946232685411,3.0860285905011e-05,-0.997381954249392
"HMDB0000107",-0.999999999881488,-0.999999999525715,-0.999999999715962,-0.999999999848238,-0.999999999716773,1.4606462291006e-11,1.27033515022127e-09
"HMDB0000108",-0.999997008937224,2.45648521697014e-06,5.79396828204432e-07,-0.999999161194543,-0.999995924136001,4.93063796411791e-07,-0.99999804898598
"HMDB0000112",-0.999999996970343,4.72290632690547e-09,2.06928800232366e-09,1.17677956676813e-08,7.85603685218708e-09,7.4031560079471e-09,1.5963535802297e-09
"HMDB0000115",5.3843422019623e-08,3.61905871768212e-07,-0.999999925632788,-0.999999646181921,3.8818617098927e-07,1.75120517994744e-07,1.93203253748709e-07
"HMDB0000118",-0.999999934534711,1.78687527547654e-10,-0.999999999710266,4.78362188965296e-10,3.27615904791096e-09,3.27140784608772e-09,3.33644724798891e-10
"HMDB0000119",-0.999999980371429,-0.999999944648423,-0.999999990037699,3.26016308907195e-08,-0.999999910802109,-0.999999997814751,-0.99999999270255
"HMDB0000121",-0.999999998865267,2.9799486945689e-06,1.05438871666236e-06,1.20290527496936e-05,-0.999998993160083,-0.999999177840848,9.13429442595798e-06
"HMDB0000122",-0.848342067259599,-0.849900470418988,-0.861031284902694,0.018522263446607,0.00937141496751307,0.0100266985335528,-0.956504983254148
"HMDB0000123",0.287987069410979,0.54562339749893,0.515736460121212,0.328975856947991,0.447616701094964,0.277572596369622,0.289520448309744
"HMDB0000125",-0.999996665753542,-0.999999349884612,-0.999989099608822,2.20064406741277e-05,-0.999999334111197,-0.999996559699262,1.66769824215767e-05
"HMDB0000126",-0.821152648132708,-0.962469544281919,-0.876647564061295,0.0447314561599714,-0.864091574362707,-0.873085967056978,0.0178168654340501
"HMDB0000127",0.000581881319179741,0.000432957179144312,4.98059609006353e-06,5.28079655028538e-05,0.000155631634890787,0.000228161466079527,5.40025296230168e-05
"HMDB0000128",0.0154934131456489,0.00670153685614544,-0.999463558436476,0.00213128343934879,-0.999999998790719,4.93805782104554e-11,0.00171548376425385
"HMDB0000130",1.84979820006838e-09,-0.999999998465858,-0.99999999929298,-0.999999998638886,-0.999999998548857,-0.99999999681918,-0.999999997936213
"HMDB0000131",0.0660838330989044,-0.98353908784814,-1.93828504336547,-0.989544602054115,-2.99984317284859,-1.96115471528119,-1.97276461990128
"HMDB0000132",1.40218392327937e-09,-0.999999997684303,-0.99999999953487,-0.999999994597268,-0.999999998287833,-0.999999997460735,-0.999999993328562
"HMDB0000133",-0.999998514609584,6.71126612789285e-07,3.76712249303462e-06,-0.999977543837282,-0.999992700875494,5.21874954793031e-07,6.70374001472295e-06
"HMDB0000134",0.06550092860448,0.0160278978541059,-0.938290680306582,0.0099929922031623,-0.999999995824305,-0.977886048252952,0.0173088477546918
"HMDB0000138",-0.999999829701212,-0.99999998311634,2.1894137636749e-07,3.93535051528814e-07,1.62766904552344e-07,-0.999999611735334,-0.999999534896322
"HMDB0000139",0.0363515376764598,0.000929026151829699,0.004452300862801,9.72894474778713e-05,0.0139085928856941,0.0103507298811645,0.000620430352104533
"HMDB0000142",-0.99999253157562,-0.999997962031953,9.35647099104005e-06,1.44036250855613e-07,3.38742630821621e-07,-0.999997657472498,-0.999995973592728
"HMDB0000143",4.21190467810369e-08,2.45339284279078e-06,1.40049849022583e-06,7.57803087967905e-06,1.54520425851002e-06,6.94959003872731e-07,5.04238323180668e-06
"HMDB0000145",7.21615344997598e-07,-0.999999610379675,6.78807841424937e-07,-0.999999865140013,2.66411219975932e-07,4.38693858004654e-07,-0.999999681581892
"HMDB0000148",-0.954623325476366,-0.996521449104961,-0.995227710095318,-0.999058443225017,0.0164096705874344,-1.98960262188827,-1.99757610302691
