"","B cells","Dendritic cells","Erythrocytes","Monocytes","NK cells","T cells"
"HMDB0000073",1.70309308671738e-08,1.55889269417693e-08,1.40466192557366e-08,4.29249205985942e-09,8.14538339537414e-09,3.94014352631468e-09
"HMDB0000076",-0.99998605180746,-0.998856535012124,-0.998560859909147,0.000601537377784314,0.000841059521570044,0.00181004768715688
"HMDB0000077",5.03480098034762e-05,3.44028238491429e-05,2.51167841229214e-06,-0.999965537622066,2.45619496678124e-05,-0.999998214395587
"HMDB0000078",-0.999999502723337,2.88234397874426e-07,-0.999999792472663,-0.99999975067623,-0.999999822066491,-0.99999989037983
"HMDB0000079",2.29148471899347e-09,-0.99999999936102,1.08412728238982e-09,-0.99999999965934,2.37839628320005e-10,3.68412153575385e-10
"HMDB0000082",-0.99995280959132,2.74468805059876e-05,0.000420138197029233,-0.99990377606726,6.47622575798952e-05,3.89026109464219e-06
"HMDB0000085",-0.999988949488144,-0.999993697114355,-0.999999962255196,-0.999990796872281,-0.999998560646563,2.75388413276064e-06
"HMDB0000089",-0.999999183170393,2.33867376294884e-05,0.000100127088516264,5.59857150367053e-06,2.43831543506867e-05,1.29824918091368e-05
"HMDB0000092",-0.99999999780736,-0.999999998651535,-0.999999999459364,-0.99999999949102,7.20489675518286e-10,9.28497411748433e-10
"HMDB0000094",-0.976296736846191,-0.838026154432153,-0.827339049311553,-0.938584491457783,-0.855713582885942,-0.946965484204803
"HMDB0000095",2.74508552938529e-05,3.95698096032804e-05,-0.999998342234866,5.01921848176303e-05,9.58626164360506e-06,1.98826173578031e-05
"HMDB0000097",0.0019853819970541,0.00268343619131885,0.00261796546962567,0.00227318009160511,0.0014893478535244,0.002699703598744
"HMDB0000098",7.73111072322437e-09,-0.999999827327517,-0.999999841171862,-0.999999932089568,2.33332284532865e-07,-0.999999513005913
"HMDB0000099",-0.999999997206418,-0.999999997585748,-0.999999999514757,-0.999999997340495,-0.999999998877987,4.08666549908924e-10
"HMDB0000101",-0.998871740267858,-0.999361096860261,0.000146843972614381,-0.999390456218021,-0.99460804893672,-0.997034031347177
"HMDB0000107",2.02956169989328e-10,-0.999999999831064,2.68118911404362e-10,2.59163019924402e-10,1.21385851663386e-11,3.84039800996509e-10
