"","Endothelial cells","Fibroblasts","Granulocytes","Macrophages","T cells"
"HMDB0000121",-0.999999821965023,1.02064700919679e-07,-0.999999992134558,3.64681789485412e-08,-0.999999980867855
"HMDB0000122",-0.931400719817893,0.00595236259438223,-0.885608831859609,0.0435704723068592,-0.954913526877745
"HMDB0000123",0.52263755028942,0.370014263767819,0.304226892869925,0.391490978584003,0.314111650897255
"HMDB0000125",-0.999997449265909,-0.999995799790658,-0.999985621348555,2.92500883697557e-06,1.3066164893293e-05
"HMDB0000126",-0.9523591881387,0.0396248331008501,-0.941778733022973,-0.981010063517783,-0.922955929430046
"HMDB0000127",0.00247156385480007,0.000412658272407379,0.0149492261786468,0.00868936607531901,0.0225139372164587
"HMDB0000128",0.00252117580241217,0.00337941798938415,-0.997914332535795,0.000595979468644348,2.17581998783444e-06
"HMDB0000130",5.63135985793228e-09,2.1801855189554e-08,1.00050820116013e-09,1.53720601503223e-09,-0.999999991733386
"HMDB0000131",-1.96642712569595,-1.98894951316143,-1.98504959161019,-0.896645403348184,-1.97224686236607
"HMDB0000132",1.52303810953278e-09,1.07763417773862e-08,2.29538763858059e-09,4.47692684618323e-09,3.08446122829047e-09
"HMDB0000133",3.92621421670151e-06,-0.999943717351995,-0.999999851818414,9.01275510878275e-06,1.16461105603327e-06
"HMDB0000134",-0.968899321615698,-0.989586905289289,-0.999999979279476,0.0817681483289176,0.000783012517239121
"HMDB0000138",-0.999999912881071,-0.999998513048372,2.26752160579987e-07,4.09026678151499e-07,-0.999999570599352
"HMDB0000139",0.00128454166259646,0.00341554395183795,0.000120676835069037,0.0010402336733898,0.00315290411318198
"HMDB0000142",-0.999999997434949,3.59002632216609e-05,5.23448920233651e-07,-0.999999953179236,2.89457405946548e-08
"HMDB0000143",-0.999998927712166,0.000173152971009634,-0.999998827972242,9.92635859210279e-07,-0.999996352655293
"HMDB0000145",-0.999997885515335,3.00154694708581e-05,-0.999998975652303,-0.999998946173424,-0.999999996325528
"HMDB0000148",-1.99721007422398,-1.99636664792415,-0.993523213422824,-0.998725645796043,-1.99586424729769
"HMDB0000149",0.0011010197557989,-0.999884150146773,0.0020632150773512,4.87291916938233e-05,-0.999905613117303
"HMDB0000151",4.38377532423808e-06,-0.999973883197344,8.8565944251615e-07,2.55366351528488e-06,-0.999994869949996
"HMDB0000152",-0.99999999430784,-0.999999986092192,-0.999999999953768,-0.999999999975237,6.92668556926523e-09
"HMDB0000153",-0.999997749284283,-0.999996172752343,1.5014600082805e-07,-0.999998529986901,5.17124659414304e-06
"HMDB0000156",0.102794398162307,-0.980832836752177,0.0412332368331874,-0.949386623990201,0.0308896460799515
