"","Macrophages","T cells"
"HMDB0002833",-0.999994948464798,-0.999997706216854
"HMDB0002845",-0.999985878323969,1.59770047197471e-06
"HMDB0002886",0.00857473304196187,-0.900520655452204
"HMDB0002917",-0.999999943738552,7.87807214459576e-10
"HMDB0002923",-0.999999987021713,-0.999999970601822
"HMDB0002925",0.000559699125250739,-0.999278837790517
"HMDB0002982",5.53027622696345e-08,3.977121592394e-09
"HMDB0002991",7.47860098837882e-05,0.000569234321357825
"HMDB0003073",0.00258373845891627,-0.99981241136494
"HMDB0003080",-0.999999707542955,7.74683414278806e-08
"HMDB0003125",0.0171236149650217,-0.989499813769173
"HMDB0003134",-0.999999993808829,-0.999999991041673
"HMDB0003141",-1.9671445600418,0.355013774503811
"HMDB0003178",5.39614083034714e-08,1.19186693046459e-08
"HMDB0003192",-0.999937869975909,2.31974811555162e-07
"HMDB0003193",4.37775561936148e-08,4.94778795503185e-09
"HMDB0003208",-0.999988361346456,-0.999996987928703
"HMDB0003224",0.000345952025092229,-0.99999990083201
"HMDB0003235",1.86374013811543e-07,1.3463489356667e-08
"HMDB0003252",1.12642311430607e-05,2.92364229025017e-06
"HMDB0003269",-0.999999973267726,1.55608266056137e-08
"HMDB0003276",-0.999999993891117,4.19006021225562e-08
"HMDB0003335",-0.999981804879521,-0.999649664494915
"HMDB0003337",-0.9999962082896,-0.999986838852614
"HMDB0003339",0.0042636437533218,-0.999227479159187
"HMDB0003345",-0.97882936895515,-0.846080826411168
"HMDB0003357",2.04108045969048e-08,-0.999999998828706
"HMDB0003374",-0.994282790308441,-0.859653417945987
"HMDB0003375",4.47668354571429e-09,-0.999999989705797
"HMDB0003378",3.79251960530676e-08,9.09300840852611e-08
"HMDB0003379",-0.999992131851943,-0.999993602474144
"HMDB0003391",0.00676591508735403,-0.921792636379671
"HMDB0003402",-0.999998385145413,1.89664910406118e-05
"HMDB0003406",-0.999999999988808,-0.999999998925172
"HMDB0003411",-0.920296920019541,-0.922652528035836
"HMDB0003416",1.22806994601292e-09,-0.999999989948188
"HMDB0003417",0.00862753954747654,-0.984766212574889
"HMDB0003418",-0.999998292356116,1.13359476257072e-09
"HMDB0003423",-0.994180604110787,0.00572692753473659
"HMDB0003426",0.000298911098723544,-0.999124360452775
"HMDB0003459",-0.999999981391884,-0.999999974195191
"HMDB0003474",4.16892482163187e-10,-0.999999991677458
"HMDB0003537",-0.999758323646473,3.6893447485498e-07
"HMDB0003540",0.00106010933087133,-0.970986580488504
"HMDB0003550",3.59010057437609e-10,-0.999999994094095
"HMDB0003555",-0.999999979265026,-0.999999993981623
"HMDB0003556",-0.999994593167935,1.2159928567176e-08
"HMDB0003634",-0.999999997680438,4.96677378043889e-09
"HMDB0003648",-0.999999999436214,-0.999999997935695
"HMDB0003667",-1.99999999537887,9.90187425150831e-09
"HMDB0003892",3.72411290682991e-09,-0.999999991928227
"HMDB0003966",-0.999999580887876,-0.999999994950458
"HMDB0004080",1.08324178465044e-08,-0.999999993494038
"HMDB0004081",-0.999981604298985,1.71426587187319e-05
"HMDB0004238",-0.999740041960017,0.00280589033234738
"HMDB0004240",-0.991114750707764,0.0959911199338564
"HMDB0004242",2.21766380405551e-08,2.84484650197761e-09
"HMDB0004258",-0.999999626425717,-0.999999969819251
"HMDB0004264",-0.999999813218256,6.21959541785586e-09
"HMDB0004321",4.47668354571429e-09,-0.999999989705797
"HMDB0004362",2.6846255663191e-08,-0.999999991562772
"HMDB0004385",9.13732324322989e-09,-0.999999998586433
"HMDB0004461",-0.99998286664441,-0.999998615789581
"HMDB0004666",1.88280732138907e-08,-0.999999979739002
"HMDB0004673",-0.999999813161567,-0.999999998680778
"HMDB0004688",1.8526420540627e-07,-1.99999977718028
"HMDB0004842",8.96348508313129e-06,-0.999998095365954
"HMDB0004843",8.96348508313129e-06,-0.999998095365954
"HMDB0004844",8.96348508313129e-06,-0.999998095365954
"HMDB0004845",8.96348508313129e-06,-0.999998095365954
"HMDB0004846",8.96348508313129e-06,-0.999998095365954
"HMDB0004847",8.96348508313129e-06,-0.999998095365954
"HMDB0004848",8.96348508313129e-06,-0.999998095365954
"HMDB0004849",8.96348508313129e-06,-0.999998095365954
"HMDB0004850",8.96348508313129e-06,-0.999998095365954
"HMDB0004851",8.96348508313129e-06,-0.999998095365954
"HMDB0004852",8.96348508313129e-06,-0.999998095365954
"HMDB0004853",-0.999999993042657,-0.999999993825596
"HMDB0004854",-0.999999993042657,-0.999999993825596
"HMDB0004855",-0.999999993042657,-0.999999993825596
"HMDB0004856",-0.999999993042657,-0.999999993825596
"HMDB0004857",-0.999999993042657,-0.999999993825596
"HMDB0004858",-0.999999993042657,-0.999999993825596
"HMDB0004859",-0.999999993042657,-0.999999993825596
"HMDB0004860",-0.999999993042657,-0.999999993825596
"HMDB0004861",-0.999999993042657,-0.999999993825596
"HMDB0004863",-0.999999993042657,-0.999999993825596
"HMDB0004865",-0.999999993042657,-0.999999993825596
"HMDB0004911",-0.999992946551437,1.85286208682126e-06
"HMDB0004912",-0.999992946551437,1.85286208682126e-06
"HMDB0004913",-0.999992946551437,1.85286208682126e-06
"HMDB0004914",-0.999992946551437,1.85286208682126e-06
"HMDB0004915",-0.999992946551437,1.85286208682126e-06
"HMDB0004916",-0.999992946551437,1.85286208682126e-06
"HMDB0004917",-0.999992946551437,1.85286208682126e-06
"HMDB0004918",-0.999992946551437,1.85286208682126e-06
"HMDB0004919",-0.999992946551437,1.85286208682126e-06
"HMDB0004920",-0.999992946551437,1.85286208682126e-06
"HMDB0004921",-0.999992946551437,1.85286208682126e-06
"HMDB0004937",-0.99999104012013,1.90295650082315e-06
"HMDB0004938",-0.99999104012013,1.90295650082315e-06
"HMDB0004939",-0.99999104012013,1.90295650082315e-06
"HMDB0004941",-0.99999104012013,1.90295650082315e-06
"HMDB0004942",-0.99999104012013,1.90295650082315e-06
"HMDB0004943",-0.99999104012013,1.90295650082315e-06
"HMDB0004944",-0.99999104012013,1.90295650082315e-06
"HMDB0004945",-0.99999104012013,1.90295650082315e-06
"HMDB0004946",-0.99999104012013,1.90295650082315e-06
"HMDB0004958",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004960",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004961",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004962",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004963",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004964",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004965",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004966",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004967",6.28792200197626e-06,2.35459586859678e-08
"HMDB0004968",6.28792200197626e-06,2.35459586859678e-08
"HMDB0005022",-0.999975252602134,-0.99999229616362
"HMDB0005060",-0.999999675050641,-0.999990232998272
"HMDB0005073",7.40913316148104e-07,2.1507200298689e-07
"HMDB0005082",-1.99999999647985,-1.99999996568667
"HMDB0005087",-0.999976785463458,-0.999999921398286
"HMDB0005095",1.62992872341381e-08,-0.999999998883303
"HMDB0005176",2.84032214182523e-08,-0.999999960718798
"HMDB0005199",-0.999999996771815,-0.999999991486021
"HMDB0005784",-0.999999623668054,1.6069884007425e-09
"HMDB0005896",1.5381769679871e-06,5.35015303182389e-08
"HMDB0005962",1.51719246109562e-07,9.87121734261159e-08
"HMDB0006044",-0.999997189011888,3.38583143860208e-07
"HMDB0006059",6.26197198255787e-06,4.42919886636928e-06
"HMDB0006115",-0.99998286664441,-0.999998615789581
"HMDB0006216",2.66114857579209e-07,-0.999999999479585
"HMDB0006219",-1.9671445600418,0.355013774503811
"HMDB0006220",0.0425769996666275,-0.506048833393394
"HMDB0006221",2.66114857579209e-07,-0.999999999479585
"HMDB0006224",8.68429863728259e-08,-0.999999999954054
"HMDB0006240",1.67119424907933e-09,5.08271179860259e-09
"HMDB0006254",6.4778070340102e-10,6.75045272795508e-09
"HMDB0006270",0.0426358041727609,-0.999603522807076
"HMDB0006294",0.000639622977729436,9.28912860065482e-09
"HMDB0006327",-0.999999059943485,-0.99999998336425
"HMDB0006344",7.30102188217331e-06,-0.999995009952365
"HMDB0006472",-0.999999999367042,1.2302332426777e-08
"HMDB0006482",8.06640482461397e-05,0.000796040926966497
"HMDB0006483",4.83082788246516e-09,-0.99999998970001
"HMDB0006525",2.22966005951782e-09,-0.999999994869341
"HMDB0006528",9.89001969849381e-05,-0.9997873208236
"HMDB0006543",7.36340381876673e-10,-0.999999998303789
"HMDB0006547",2.33577099151961e-05,-0.999906771335799
"HMDB0006552",1.66834926489399e-08,-0.99999998197469
"HMDB0006557",2.14225268014338e-05,-1.99999995122095
"HMDB0006740",2.190034588937e-05,-0.999989364427967
"HMDB0006790",-0.999999406076858,-0.999993242749938
"HMDB0010199",1.29139672974113e-07,1.08650300805497e-08
"HMDB0010216",1.74153379657989e-08,2.57892683112403e-09
"HMDB0010316",3.54683763553819e-08,3.11590669014381e-09
"HMDB0010384",4.76052391205975e-10,6.74081124748882e-12
"HMDB0010708",1.67358186973674e-05,3.19207940463052e-05
"HMDB0010709",1.67358186973674e-05,3.19207940463052e-05
"HMDB0010710",1.67358186973674e-05,3.19207940463052e-05
"HMDB0010711",1.67358186973674e-05,3.19207940463052e-05
"HMDB0010712",1.67358186973674e-05,3.19207940463052e-05
"HMDB0010713",1.67358186973674e-05,3.19207940463052e-05
"HMDB0010714",1.67358186973674e-05,3.19207940463052e-05
"HMDB0011134",6.7867191111209e-07,-0.999998340641043
"HMDB0011135",6.38490125071312e-06,1.57339620941624e-06
"HMDB0011175",-0.99999999910168,1.30365204457328e-09
"HMDB0011179",-0.999999999034109,9.43664881618156e-09
"HMDB0011617",0.00106010933087133,-0.970986580488504
"HMDB0011631",2.56730998296711e-08,-0.999999969852017
"HMDB0011632",4.55720397667176e-09,-0.999999999625766
"HMDB0011680",-0.999999304627493,7.73236097688191e-08
"HMDB0011691",-0.9999962082896,-0.999986838852614
"HMDB0011733",7.06580381377773e-10,9.13434121722685e-09
"HMDB0011745",1.43167492786323e-09,-0.999999999334037
"HMDB0012225",0.00164326092691277,-0.999999995084953
"HMDB0012238",-0.999999981257442,1.86761365312435e-08
"HMDB0012253",5.34715596115239e-12,-0.999999999813302
"HMDB0012254",-0.999999999987784,1.64156413202406e-11
"HMDB0012299",-0.984408380242465,0.168393287233955
"HMDB0012305",-0.999982655260155,-0.999966919962549
"HMDB0012320",1.67358186973674e-05,3.19207940463052e-05
"HMDB0012321",1.67358186973674e-05,3.19207940463052e-05
"HMDB0012455",1.5155279628234e-08,1.05535636546516e-08
"HMDB0012587",9.13732324322989e-09,-0.999999998586433
"HMDB0012894",-0.999999998861009,2.71362304752609e-09
"HMDB0012947",4.01629384066224e-08,-0.999999999527188
"HMDB0012958",-0.999999621847765,-0.999999979585894
"HMDB0012974",2.41202962798133e-09,-0.999999988260929
"HMDB0012988",-0.999999995813267,-0.999999964986671
"HMDB0013000",4.42632992513653e-09,1.66763501650026e-08
"HMDB0013022",-0.999999999065066,-0.999999988861647
"HMDB0013111",-0.984408380242465,0.168393287233955
"HMDB0013336",4.74529841583736e-08,-0.999999985916266
"HMDB0013609",-0.998756739515474,0.000924975370727235
"HMDB0013676",-0.99998286664441,-0.999998615789581
"HMDB0013677",-0.99998286664441,-0.999998615789581
"HMDB0014312",-0.999999914135662,-0.999999993702045
"HMDB0014559",0.00106010933087133,-0.970986580488504
"HMDB0014581",-0.999999948262296,-0.999999997872017
"HMDB0014618",6.44600182497509e-05,-0.999999996598509
"HMDB0014644",4.51817777217083e-10,-0.999999989066595
"HMDB0014816",-0.999999766574805,-0.999999972978659
"HMDB0014821",-0.99996311177178,3.90601395607935e-06
"HMDB0014839",0.00106010933087133,-0.970986580488504
"HMDB0015002",1.50859910706553e-06,-0.999983199905905
"HMDB0015043",-0.999999963278227,-0.999999981522094
"HMDB0015044",2.08520185076202e-10,3.81651060755335e-10
"HMDB0015227",-0.99994548121409,1.67529563973075e-05
"HMDB0015230",-0.999999613402624,2.51519359030037e-08
"HMDB0015247",-0.99999972195048,1.52499602227245e-06
"HMDB0015252",1.42220916029242e-06,-0.999985723876055
"HMDB0015256",2.22966005951782e-09,-0.999999994869341
"HMDB0015360",2.22966005951782e-09,-0.999999994869341
"HMDB0015459",1.80755294541736e-10,6.22427066473943e-09
"HMDB0015503",-0.999999998267943,-0.99999999473276
"HMDB0015532",-0.999999999415787,-0.999999999618914
"HMDB0015536",0.000101505272667224,-0.998015650392243
"HMDB0028680",-0.999999981391884,-0.999999974195191
"HMDB0028752",3.56901642091636e-07,8.07049728603861e-08
"HMDB0028818",-0.999999983145014,-0.999999998440004
"HMDB0028823",-0.999999991498172,-0.99999999582215
"HMDB0028848",-0.99999999993898,9.48045447794847e-09
"HMDB0028929",1.46705851863913e-10,3.55972075489756e-09
"HMDB0028933",0.00774343754434647,-0.999999996128437
"HMDB0028940",-0.999999996282039,-0.999999996716266
"HMDB0028942",-0.999999996087302,-0.999999991933177
"HMDB0028959",2.07454067334662e-06,3.62065274422066e-09
"HMDB0029014",-0.999999993250337,5.2544633674167e-09
"HMDB0029019",-0.999999996637097,3.82989915621758e-09
"HMDB0029140",-0.999999992350254,-0.999999990662056
"HMDB0029423",1.84663073295258e-06,2.28372998525058e-06
"HMDB0029593",2.60544009080447e-08,-0.999999975498949
"HMDB0029751",4.70444510078074e-09,-0.999999989907423
"HMDB0029865",-0.999999997689435,4.95093712575415e-09
"HMDB0030091",-0.999996180935023,-0.999999995963147
"HMDB0032473",4.47668354571429e-09,-0.999999989705797
"HMDB0032562",9.89001969849381e-05,-0.9997873208236
"HMDB0033022",2.40498256586993e-05,-0.999989362343981
"HMDB0033685",-0.999999940518821,-0.999999995042611
"HMDB0033704",1.46752840191076e-05,1.26902999862721e-05
"HMDB0033923",-0.996016767891162,0.000179075495201035
"HMDB0033934",0.963607825413895,0.165928556878165
"HMDB0033951",-0.981738773584674,-0.922285940004949
"HMDB0034227",-0.999999940518821,-0.999999995042611
"HMDB0035924",-0.999999995648631,3.16324797610778e-10
"HMDB0036087",-0.999999997680438,4.96677378043889e-09
"HMDB0037138",7.39567020794229e-09,-0.999999962908325
"HMDB0037177",8.14820454279387e-07,-0.999999883284436
"HMDB0038660",9.89001969849381e-05,-0.9997873208236
"HMDB0038852",1.37030527644391e-11,8.35054415350491e-11
"HMDB0039463",-0.999999940518821,-0.999999995042611
"HMDB0041627",-0.997297330820317,0.029262236758719
"HMDB0041827",0,-0.827404343064569
"HMDB0041861",-0.999999998470312,5.47976278693255e-08
"HMDB0041950",3.81981922922297e-06,4.54585802384602e-06
"HMDB0041991",-0.999999884678049,1.5818729395472e-08
"HMDB0042012",-0.999999996771815,-0.999999991486021
"HMDB0059597",1,0.43549032334456
"HMDB0059625",4.03023733163777e-06,5.90166367113946e-06
"HMDB0059661",-0.984408380242465,0.168393287233955
"HMDB0060104",2.76710285312886e-08,1.97213894333185e-09
"HMDB0060159",-0.999999999135434,-0.999999998582069
"HMDB0060164",-0.999999996381319,-0.999999987333884
"HMDB0060180",-0.998453858065266,0.0170804561576401
"HMDB0060382",5.14582144786544e-08,1.3524198578677e-08
"HMDB0060390",2.61630874583536e-09,-0.999999994492415
"HMDB0060475",0.0042636437533218,-0.999227479159187
"HMDB0060661",-0.999700337694788,0.00557968293027921
"HMDB0060747",1.51824186532734e-05,-0.999997287020733
"HMDB0061685",5.38326324362049e-09,7.46113555807084e-09
"HMDB0061714",2.10352629847789e-05,-0.999989378128126
"HMDB0062179",-0.999937869975909,2.31974811555162e-07
"HMDB0062188",3.71054001239681e-08,1.12592649582524e-07
"HMDB0062251",0.0091643392591579,0.0801576289552621
"HMDB0062270",0.00797628162499991,0.115500717011104
"HMDB0062424",-0.999937869975909,2.31974811555162e-07
"HMDB0062483",7.14679528778359e-07,-0.999997139067017
"HMDB0062486",3.70456658074052e-07,1.07536001493445e-07
"HMDB0062493",1.80042796412989e-08,-0.999999973316395
"HMDB0062520",-0.999999953524658,-0.999999995550632
"HMDB0062562",3.71701221142644e-08,2.12549209903685e-08
"HMDB0062619",9.26321027031348e-08,-0.99999988859014
"HMDB0062645",7.30102188217331e-06,-0.999995009952365
"HMDB0062684",1.74153379657989e-08,2.57892683112403e-09
"HMDB0062696",7.28486629823192e-09,-0.999999985980427
"HMDB0062702",-0.999994593167935,1.2159928567176e-08
"HMDB0062703",0.105607954480902,0.0108304399765078
"HMDB0062761",-0.999999995328288,1.39121035984558e-09
"HMDB0062801",3.45015719272877e-08,-0.999999999994883
"HMDB0240312",7.67276154762136e-05,-0.999767332269299
"HMDB0240584",-0.999999250059732,-0.999997042119789
"HMDB0240589",2.04108045969048e-08,-0.999999998828706
"HMDB0240607",3.14136763568995e-08,9.49312437128799e-09
"HMDB0240773",0.000599879926078822,-0.999999937221895
"HMDB0240774",6.08261096493957e-05,-0.999999905247131
"HMDB0242149",-0.999999943738552,7.87807214459576e-10
"HMDB0242179",3.14136763568995e-08,9.49312437128799e-09
"HMDB0242292",0.000791251434703884,-0.99999550007699
"HMDB0242325",-0.999999813218256,6.21959541785586e-09
"HMDB0242348",1.50859910706553e-06,-0.999983199905905
"HMDB0242363",-0.999999999678369,2.70850222809848e-09
"HMDB0242392",9.95286068535806e-08,1.73890010666863e-08
"HMDB0242411",1.49747059205954e-09,-0.99999998862819
"HMDB0242414",-0.995491716097984,0.048676652662016
"HMDB0242506",0.0151416144063478,0.00066591712854058
"HMDB0242534",-0.97882936895515,-0.846080826411168
"HMDB0242576",-0.999999059943485,-0.99999998336425
"HMDB0242608",-0.999998385145413,1.89664910406118e-05
"HMDB0242614",-1.9999999971148,4.58565692498611e-09
"HMDB0242634",7.09512720031821e-05,-0.99999358243623
"HMDB0242742",-0.999999998420531,2.33070539417903e-09
"HMDB0243633",1.80755294541736e-10,6.22427066473943e-09
"HMDB0244343",-0.982731236311936,0.186592058364083
"HMDB0244347",2.21766380405551e-08,2.84484650197761e-09
"HMDB0244369",-0.999999707542955,7.74683414278806e-08
"HMDB0244445",-0.999999813161567,-0.999999998680778
"HMDB0244465",3.18135948511956e-08,2.75593424215099e-08
"HMDB0244522",2.59421107489811e-05,-0.999989383485323
"HMDB0244553",0.0150459041471835,-0.825491906610281
"HMDB0245099",0.000345952025092229,-0.99999990083201
"HMDB0245269",2.6846255663191e-08,-0.999999991562772
"HMDB0245567",4.14254628714065e-06,4.32950913472644e-07
"HMDB0245990",3.04074858399671e-08,-0.999999988681674
"HMDB0246128",-0.984408380242465,0.168393287233955
"HMDB0246298",9.96337850862604e-08,1.19542272039105e-09
"HMDB0246318",1.38798825067579e-08,3.40368284253228e-09
"HMDB0246552",7.39567020794229e-09,-0.999999962908325
"HMDB0246682",-0.999999962462175,3.52554145125861e-09
"HMDB0246887",2.02650639716245e-08,-0.999999980715704
"HMDB0247113",2.36823982242973e-05,-0.999899917339893
"HMDB0247117",-0.999740041960017,0.00280589033234738
"HMDB0247192",1.42220916029242e-06,-0.999985723876055
"HMDB0247294",5.5260023977611e-06,-0.999999999774258
"HMDB0247474",0.000267970753669338,0.000192115878322647
"HMDB0247485",2.02650639716245e-08,-0.999999980715704
"HMDB0247706",0.0426358041727609,-0.999603522807076
"HMDB0248410",1.99126079540887e-07,1.0032290575775e-07
"HMDB0248585",0.00176725803538533,0.000905736037075526
"HMDB0248647",-0.998731930741546,0.0136623750926463
"HMDB0250160",7.17829985538979e-09,1.99140125150678e-09
"HMDB0250194",0.0246676454135693,0.0546974842442725
"HMDB0250682",-0.999994300157622,-0.999980606390751
"HMDB0250712",-0.995033467752535,4.63072720107661e-09
"HMDB0250725",-0.999990353955841,-0.99999999172432
"HMDB0250782",0.000207966326617316,0.00202382616267784
"HMDB0250791",-0.993574938454469,0.00129311456476741
"HMDB0251511",-0.990362641527689,0.00174818786789299
"HMDB0251512",-0.996643272940175,-0.999814774246273
"HMDB0251515",0.00862753954747654,-0.984766212574889
"HMDB0251530",-0.999999914135662,-0.999999993702045
"HMDB0251697",1.67119424907933e-09,5.08271179860259e-09
"HMDB0252127",4.01191367629505e-09,2.49897826583236e-08
"HMDB0252153",-0.999969738302284,1.24280893949697e-07
"HMDB0252293",-0.999569118721076,7.60078386339607e-07
"HMDB0252887",-0.99999999912633,1.17648348618233e-09
"HMDB0253027",1.12450504683229e-07,1.53719702351766e-08
"HMDB0253334",9.46906554549372e-08,-0.999999998606395
"HMDB0253468",-0.999999996786396,2.43774382066262e-08
"HMDB0254039",0.00774343754434647,-0.999999996128437
"HMDB0255048",1.72954781311349e-09,6.19497758530154e-09
"HMDB0255053",-0.999999990153132,-0.999999995134321
"HMDB0256281",-0.999988314765871,-0.999999722403651
"HMDB0256618",-0.999999884678049,1.5818729395472e-08
"HMDB0256817",9.89001969849381e-05,-0.9997873208236
"HMDB0257139",8.91574478336075e-08,5.21833648304996e-08
"HMDB0257594",-0.999998019009389,-0.999998386292138
"HMDB0257686",0.000101505272667224,-0.998015650392243
"HMDB0257923",-0.999999450938913,7.65912101317082e-06
"HMDB0258420",8.06640482461397e-05,0.000796040926966497
"HMDB0258742",3.02845288027576e-08,7.54096646774974e-09
"HMDB0258856",4.37775561936148e-08,4.94778795503185e-09
"HMDB0259219",8.14820454279387e-07,-0.999999883284436
"HMDB0259827",2.91587777355019e-08,-0.999999978533438
"HMDB0260267",2.84032214182523e-08,-0.999999960718798
"HMDB0301757",-0.986988806770835,-0.981826781379338
"HMDB0301760",-0.999999964263257,-0.999999998710333
"HMDB0302203",0.000791251434703884,-0.99999550007699
"HMDB0302508",2.22966005951782e-09,-0.999999994869341
"HMDB0302754",-0.999999969216783,6.44998662894704e-10
"HMDB0302835",4.20741600794167e-06,-0.999996681416086
"HMDB0303019",3.59309769020434e-06,6.17344048293574e-08
"HMDB0303167",4.20741600794167e-06,-0.999996681416086
"HMDB0303345",4.97014956446722e-07,-0.999996484261172
"HMDB0303347",6.1702371862543e-06,-0.999994239646061
"HMDB0303348",6.1702371862543e-06,-0.999994239646061
"HMDB0303361",-0.990362641527689,0.00174818786789299
"HMDB0303385",0.00862753954747654,-0.984766212574889
"HMDB0303648",-0.999993641478022,-0.999995293067569
"HMDB0303730",0.0332138477789551,-0.999999950713931
"HMDB0303950",2.84489540816396e-05,-0.999989384512094
"HMDB0303991",-0.999998910856271,-0.999999979651243
"HMDB0304081",0.00164326092691277,-0.999999995084953
"HMDB0304085",0.00676591508735403,-0.921792636379671
"HMDB0304156",3.32907553023466e-09,8.96179075607388e-09
"HMDB0304157",-0.999999406076858,-0.999993242749938
"HMDB0304180",2.83030874992315e-05,8.97359831809303e-07
"HMDB0304256",0.000202875689901173,2.4911875243611e-08
"HMDB0304269",3.27626390401973e-05,-0.999989316682903
"HMDB0304270",-0.99998286664441,-0.999998615789581
"HMDB0304324",0.0144816668007314,0.30950057395736
"HMDB0304340",-0.999435151289008,0.0253401541341108
"HMDB0304356",7.3057013600898e-06,8.80454927235329e-09
"HMDB0304376",-0.999999801716433,-0.999999950053864
"HMDB0304424",-0.999999783511891,2.57363130372728e-06
"HMDB0304435",-0.999999998208758,-0.999999988851361
"HMDB0304443",4.97014956446722e-07,-0.999996484261172
"HMDB0304496",4.39725754254027e-07,-0.999999996547385
"HMDB0304547",-0.99999996194026,1.16502027682561e-09
"HMDB0304632",-0.97882936895515,-0.846080826411168
"HMDB0304722",-0.999999979265026,-0.999999993981623
"HMDB0304771",8.96348508313129e-06,-0.999998095365954
"HMDB0304810",0.00797628162499991,0.115500717011104
