"","Endothelial cells","Fibroblasts","Granulocytes","Macrophages","T cells"
"HMDB0000660",1.31197930633131e-09,1.8361588263882e-09,-0.999999998060534,2.69190090681678e-09,2.51943960263558e-09
"HMDB0000661",-1,2.44413103617184e-13,0,2.64011538576577e-13,-0.999999999999783
"HMDB0000666",-0.999999993947306,-0.999999979560411,-0.999999984578123,5.30747301045666e-09,-0.999999992620295
"HMDB0000669",-0.999999998574412,5.03108287574774e-10,7.37326780103752e-10,1.28502557528547e-09,2.93143494902281e-09
"HMDB0000673",0.0134722728287871,0.0214730024060927,0.0265087254923691,0.017711325003315,0.00920027882998953
"HMDB0000676",0.0510397291037334,-0.970003132466585,0.000257814409654874,-0.980184242569623,0.0466726250043104
"HMDB0000678",-0.999999996597631,9.19251490907708e-10,-0.999999999522017,-0.999999999483157,-0.999999999972367
"HMDB0000679",1.6304049532829e-07,3.55962012283255e-07,5.80439667668442e-07,1.87370006199802e-07,9.13573205353198e-08
"HMDB0000682",-0.999999999897862,2.06138570287634e-10,6.43539739515212e-10,1.30048601543705e-10,-0.99999999951438
"HMDB0000684",6.97148363597337e-09,3.30873817332595e-08,-0.99999998582408,1.22233718684725e-08,-0.999999997745793
"HMDB0000687",0.000358193768344491,-0.923379094279318,-0.991516536509267,-0.972552535427897,0.0208475038470969
"HMDB0000691",-0.99999999988485,-0.999999998694099,-0.999999998827755,-0.999999998505229,1.3931540620353e-09
"HMDB0000692",-0.677422142853226,-0.601741730986481,-0.477623458786654,-0.615685322743015,-0.676600053272992
"HMDB0000695",-0.999992891110283,2.25634745966179e-06,-0.999998463228429,1.32174652765185e-07,3.52936242430062e-07
"HMDB0000696",-0.987798270671004,-0.974610590434778,-0.98844430338962,-0.976513378525272,-0.976450872741963
"HMDB0000698",4.1325925069143e-09,7.84335832339879e-09,1.4887710698696e-08,4.50616737158326e-09,1.47830255798913e-09
"HMDB0000699",1.37975904348427e-08,2.71747392663498e-08,4.07652496291932e-08,1.07633217459986e-08,1.00961342321232e-08
"HMDB0000700",-0.999999999969594,5.13900017195497e-09,2.53880479784323e-09,-0.999999999324272,-0.999999996617243
"HMDB0000707",0.00320400233103488,0.00137972422639621,0.00352451214512435,0.00164832979649854,-0.994168944975862
"HMDB0000708",3.66788626896619e-09,1.68822552609328e-08,4.03013391388464e-08,6.79612700278263e-09,-0.999999998393833
"HMDB0000710",-0.999999630351394,4.8572873946612e-07,8.85643239417719e-07,3.95808028827247e-08,-0.999999979669279
"HMDB0000714",-0.99999972083318,1.21376512608298e-07,8.16818883195948e-06,4.80200049085159e-06,-0.999998806563763
"HMDB0000716",4.43395546813843e-05,8.39942535654687e-05,9.2380232412672e-05,1.39644916330295e-05,0.000258829169885888
"HMDB0000717",-0.999999989970811,-0.999999981756018,-0.99999997681859,-0.999999993284429,-0.999999996012207
"HMDB0000719",6.22488898975843e-07,2.72753593811994e-06,1.69417147082679e-06,-0.999998757963788,-0.999998518136696
"HMDB0000721",1.16783212215239e-10,0.0122264267593728,0.0164995578666933,0.0452550143444136,-0.99786321948602
"HMDB0000722",7.74355094421984e-09,1.23358831727518e-08,2.48953432259386e-08,6.09997701029741e-09,1.50341838410354e-09
"HMDB0000725",0.00203537265112074,0.00934518213889889,0.00251930253836525,0.00325670540000731,0.0421635284487811
"HMDB0000730",2.45147862025626e-10,-0.999999999377308,9.20383370825037e-10,-0.999999999463744,-0.999999999192378
"HMDB0000733",-0.999999908513397,-0.999999866084041,-0.999999801404787,-0.999999928013491,-0.999999962298047
"HMDB0000738",-0.999999999836156,-0.999999999920239,-0.999999999099979,-0.999999999692984,2.85827536134173e-10
"HMDB0000742",-0.981070225041212,-0.9986477339938,-0.995802004601598,0.063497628885779,-0.941251499138402
"HMDB0000745",2.31876211168115e-08,-0.999999782690778,-0.999999930317024,7.4917160059564e-07,-0.999999989287882
"HMDB0000752",9.89475835577407e-07,4.01099008148021e-06,7.37949359511188e-07,8.83310816866729e-07,1.46125091700282e-06
"HMDB0000754",-0.999999599618473,1.71819970993313e-07,1.78522543896173e-06,-0.999998469945131,5.27321537471101e-06
"HMDB0000755",0.00227786381310965,0.00162464942021934,0.00226057710777865,0.000757147416280539,0.0126823534211499
"HMDB0000756",5.76297496686545e-06,1.96899599469145e-06,1.61235865046741e-05,9.04796552768889e-06,-0.999981447260998
"HMDB0000757",-0.999984358366904,-0.999940411666025,-0.999952526829253,-0.999970386785048,-0.999983034371722
"HMDB0000759",-0.99999999864119,-0.999999999481216,-0.999999999048527,-0.999999999768306,1.37598375028683e-09
"HMDB0000760",-0.999999997564298,-0.999999995755685,-0.999999990550087,-0.999999997670339,-0.999999999701454
"HMDB0000761",-0.999999989970811,-0.999999981756018,-0.99999997681859,-0.999999993284429,-0.999999996012207
"HMDB0000766",-0.999999999952792,-0.999999997603944,6.61652766967681e-10,9.10417563006972e-10,-0.999999998663372
"HMDB0000772",9.00563188352164e-06,1.6954815871055e-05,1.81874443420758e-05,1.16807301649395e-05,4.80017271330372e-06
"HMDB0000774",3.02242571291202e-09,1.37599143239841e-08,8.7319522678798e-09,6.16254370462066e-09,1.10107615014414e-09
"HMDB0000779",0.00170562144953392,0.000788227469163214,-0.999636031387307,-0.998566493604023,0.00160221244493928
"HMDB0000784",1.86710135801004e-06,2.07312005051381e-06,-0.999996342495147,-0.999998292942298,3.8822158210379e-07
"HMDB0000795",2.56073063380479e-08,4.83345935284201e-08,8.10629494584471e-08,1.66265264089089e-08,2.4108198245645e-09
"HMDB0000801",-1.99999999325543,-1.99999998396649,-1.9999999465092,-1.99999998695275,8.20776706668864e-09
"HMDB0000803",-0.999999744101254,1.98907383669346e-07,3.78266430096902e-07,-0.999999777417264,5.83168608248435e-07
"HMDB0000806",0.00292838035741494,0.0046961403718395,0.00581018534404652,0.0037254383560081,0.00209450699653788
"HMDB0000807",0.0316539612979996,-0.971419149159625,0.00592038550883746,0.00901110620138838,-0.989944643455898
"HMDB0000811",2.38635358479633e-09,4.02757314507405e-09,6.48911988952186e-09,2.2295403177961e-09,1.20002510373883e-09
"HMDB0000819",-0.99999998365945,8.46740803364148e-08,-0.999999993838261,-0.999999931084248,1.5812950744556e-08
"HMDB0000821",5.94667529345916e-09,1.27235583317725e-08,2.42922848250536e-08,1.07409614666428e-08,-0.999999998735266
"HMDB0000826",9.10013765852271e-06,1.41637870320201e-05,1.72270687140518e-05,1.139469610969e-05,4.91462125633134e-06
"HMDB0000827",0.00302315601044665,0.00507797799204934,0.00726061314014992,0.00225025481376023,0.000987427124492343
"HMDB0000847",-0.999998108795998,-0.999997822286763,3.61525238936433e-06,1.67047490626824e-06,-0.999999572631518
"HMDB0000848",-0.999570517601362,-0.999967213824471,0.000583936006005426,-0.99887829181247,0.000271983048828042
"HMDB0000865",-1.99999999404727,-1.99999998956459,-1.99999998097034,-1.99999999390126,-1.99999999779864
"HMDB0000866",0.00192793404129835,0.00326934944236358,0.000391753874884709,0.00390107047422031,0.000285612062453913
"HMDB0000870",3.66290643258761e-08,7.87621122597044e-08,1.16829986546002e-07,6.63317236793531e-08,3.08903079260338e-08
"HMDB0000876",0.00906137761460718,0.0211327321650796,0.0114824471409751,0.0219001465086144,0.00403403865895129
"HMDB0000881",-0.999999999063849,-0.999999999113704,-0.999999998246669,-0.999999997900921,5.03589325412531e-10
"HMDB0000883",-0.997421862867214,0.00156283540641428,-0.993984605670064,0.00539846114677982,-0.99864265175638
"HMDB0000892",-0.999999993933815,-0.999999980401009,-0.999999984663044,5.47680701510454e-09,-0.999999992643205
"HMDB0000893",-0.999995262328805,9.24643441496974e-06,-0.99999649063025,2.24549638790889e-05,-0.999994416985101
"HMDB0000895",2.25292390001882e-08,3.36047047908212e-08,5.32892258307719e-08,2.27095874681681e-08,8.91274611903295e-09
"HMDB0000896",-0.999999890285805,2.46757783814798e-08,6.30441636220272e-08,-0.999999908520257,-0.99999991170952
"HMDB0000898",-0.999999999756508,2.39925072763551e-09,2.42066587615776e-09,-0.999999999954756,3.05062136388886e-09
"HMDB0000899",6.20717430034946e-09,8.73540996492845e-08,1.67440561145126e-08,4.10541676918374e-08,2.36741297876825e-08
"HMDB0000900",9.20299245527307e-10,-0.999999999966873,-0.999999998941875,1.21223458033687e-09,1.58944796643329e-09
"HMDB0000902",-0.987896429419156,-0.973391062069964,0.0154051120237724,0.00167146473401092,0.0065138092629491
"HMDB0000904",-0.999990992260109,2.92658655774687e-05,0.000112092427876121,-0.999946341991819,0.000154203222462146
"HMDB0000908",1.18062079323174e-09,1.93965745653394e-09,3.16237195728419e-09,9.28586984772753e-10,5.97223107720252e-10
"HMDB0000910",9.14473234576498e-06,1.46064398281585e-05,1.72473880024259e-05,1.17350992983563e-05,5.06557859914439e-06
"HMDB0000916",7.81925476231089e-07,-0.99999707133062,2.23038655787041e-06,-0.999997658483631,4.0959253990738e-07
"HMDB0000929",-0.999354911860587,0.000464251778001462,-0.998416096595115,0.00183454204645451,-0.999907686540648
"HMDB0000932",4.49970404998851e-09,7.37664917098909e-09,1.27222229864295e-08,2.89732181861177e-09,1.65062511035032e-09
"HMDB0000933",2.20559888854214e-05,4.47146622306384e-05,-0.999999329142454,3.03444553563298e-05,-0.999997421996989
"HMDB0000936",-0.999999272821526,-0.999999764676577,-0.999997892231247,3.24206546799188e-06,4.60282918538748e-08
"HMDB0000939",0.0260389650939909,-0.998874067245365,-0.994188918398999,-0.997035854925021,0.00082414910308693
"HMDB0000943",1.32911198856808e-06,2.16018447772135e-06,2.75746453652312e-06,1.67964303435856e-06,7.78914920677726e-07
"HMDB0000944",8.88856418438497e-06,1.39901794028463e-05,2.4261261901535e-05,1.12943403421326e-05,4.71106923527852e-06
"HMDB0000946",-0.999999987577569,-0.999999977322524,-0.999999966018615,-0.999999994273477,-0.999999998354342
"HMDB0000947",-0.999999993969863,-0.999999979534696,-0.999999984650025,5.30747766247351e-09,-0.99999999264093
"HMDB0000949",-0.999999995264954,-0.999999997527421,1.27883532396566e-09,-0.999999992639204,-0.999999998193054
"HMDB0000951",-0.999999995264954,-0.999999997527421,1.27883532396566e-09,-0.999999992639204,-0.999999998193054
"HMDB0000962",2.84510538264547e-08,1.98075875877495e-08,-0.999999997636633,2.79870540345123e-08,-0.999999997359027
"HMDB0000972",-0.999999770029845,2.05922787537828e-06,-0.999999115392359,5.29925478795508e-06,-0.999996978937127
"HMDB0000975",4.4798974265099e-11,-0.999999992414583,-0.999999996505749,-0.999999998777786,-0.999999993915518
"HMDB0000990",-0.996439053586539,0.0399776808134426,-0.995753746953423,0.0119837334935184,0.0298342621588221
"HMDB0001008",-0.999997283094724,-0.999996057360482,-0.999999523452891,-0.999999237591491,-0.999999342799889
"HMDB0001039",3.03867354927791e-08,4.01950975109877e-08,8.08488947303706e-08,3.70776736546919e-08,1.72187484280657e-08
"HMDB0001043",-0.999734630878117,9.37702258607372e-05,0.000976850330445838,-0.998559723232983,-0.998435024110761
"HMDB0001044",0.00191265525729659,-0.995964466026973,-0.999355510665944,0.000528420007861142,0.00862819292173713
"HMDB0001050",7.75751912652604e-10,1.04647455414348e-09,1.70103680229089e-09,-0.999999999596371,9.01848893259309e-10
"HMDB0001051",0.0185799348083596,0.0355690205805402,-0.990584627108637,0.0107850646090162,0.00918194367962633
"HMDB0001056",-0.999999770029845,2.05922787537749e-06,-0.999999115392359,5.29925478795485e-06,-0.999996978937127
"HMDB0001072",-0.974753555784458,0.0193360684851923,-0.986671005226107,0.018796353966091,0.018708618937196
"HMDB0001080",-0.999999961470422,1.35352349521173e-07,1.35206465123828e-09,-0.999999248064472,-0.999999987160147
"HMDB0001085",6.81387888721204e-08,-0.999999995525008,5.14468420612768e-08,4.23268962504974e-09,-0.999999995916751
"HMDB0001123",7.64835165496739e-10,7.25712008768658e-09,-0.999999996527428,5.14632963472816e-09,4.19026001445424e-09
"HMDB0001129",-0.999999994798846,-0.99999999022081,-0.999999979185122,-0.99999999242649,-0.99999999637097
"HMDB0001138",2.22437493373483e-09,5.10528479168889e-10,4.03941160629073e-09,4.06912901113669e-09,1.35995860752009e-09
"HMDB0001139",1.46386008874711e-08,2.61989516157322e-08,2.84438635342015e-08,1.23110574772332e-08,-0.999999998778277
"HMDB0001149",0.000441404438141396,0.00050162486246836,0.000943178544297333,-0.996397534988597,4.92173524086974e-05
"HMDB0001160",8.46996721600067e-06,1.32637756320383e-05,1.6841482481441e-05,1.12587792374335e-05,5.36434463291057e-06
"HMDB0001167",-0.999984607453687,7.51445237447937e-06,1.69333589594283e-05,4.35562087916553e-06,-0.999959876698577
"HMDB0001175",-0.999729616396196,-0.999869738381935,-0.999701984274041,-0.999915241015499,1.57895319707459e-08
"HMDB0001178",0.0020686443109082,-0.999230286035906,5.92018282791436e-07,-0.996059083941926,-0.998065472644828
"HMDB0001185",-0.974280976452394,0.00120548487038267,0.0057832285592945,0.00411648275331024,0.000150560890193445
"HMDB0001198",1.78206044897567e-08,-0.999999999223157,2.77628632756312e-08,1.28935806172973e-09,9.20051819858204e-09
"HMDB0001201",2.36937692055538e-08,4.66882395025164e-09,-0.999999399614765,-0.999999668456681,-0.999999679854235
"HMDB0001218",1.47677608853457e-10,-0.999999999655837,-0.999999999529501,2.35909655884505e-11,-0.999999999816779
"HMDB0001220",1.77526405524458e-06,8.94527818650385e-07,-0.999999784124057,-0.999998450699838,-0.999997029348756
"HMDB0001227",-0.981901677141515,0.000468772153042407,0.00630694318447072,-0.995940458221448,0.00047911754561174
"HMDB0001232",-0.99999989565432,-0.999998146637752,-0.9999995187835,3.24587868709555e-06,9.39664667469549e-07
"HMDB0001248",-0.999923197544505,-0.99983169595309,-0.999746781757835,-0.999919414114407,-0.999958519795618
"HMDB0001251",-0.999999987384744,-0.999999991157663,-0.999999992705572,-0.999999978974072,-0.999999972603438
"HMDB0001256",1.10190095416595e-05,2.19780121078696e-05,4.38307014527804e-05,6.74516823917432e-06,2.92375836250856e-06
"HMDB0001257",7.74187333210933e-09,1.57042550666897e-08,2.2998943104524e-08,-0.999999998645865,1.10969680039556e-09
"HMDB0001259",4.56588950302542e-06,2.98368219291614e-06,6.99591053435699e-06,3.00326195658577e-06,8.61256436548454e-07
"HMDB0001261",7.81925476231089e-07,-0.99999707133062,2.23038655787041e-06,-0.999997658483631,4.0959253990738e-07
"HMDB0001262",5.97068388726586e-11,6.58825334443013e-12,-0.999999999963665,2.54598612937333e-11,4.32095202529413e-12
"HMDB0001264",0.0293342421259661,0.00657517884997384,-0.986342516839158,0.00864345497939521,-0.991474377924729
"HMDB0001273",-0.999999096947018,1.93604661958674e-06,2.94342314598372e-07,-0.999996420086186,-0.999998630094137
"HMDB0001274",1.32082279742309e-06,-0.999999994970351,-0.999999717842106,-0.999999634078819,2.44237516251875e-08
"HMDB0001296",8.77047590325122e-10,4.62209232662925e-10,8.07104693548419e-10,3.99253848540148e-10,4.51076284080665e-10
"HMDB0001304",0.0252723521200779,-0.980683825544058,0.0133430255703383,-0.981222869466565,-0.981310570989283
"HMDB0001310",-0.992216791880792,-0.972608104465599,-0.997721940340399,-0.970062146202712,-0.979586698396741
"HMDB0001311",-1.98717363337102,0.0165795224394282,-1.95135578194607,-0.974532088262586,0.0198360279487291
"HMDB0001314",5.12661104376227e-06,1.71136054877313e-05,2.64454177233916e-05,4.30014951194954e-06,1.27833678318982e-06
"HMDB0001325",2.36896071000441e-05,3.89070975435815e-05,5.91283556651904e-05,2.19263736310318e-05,5.31870800759812e-05
"HMDB0001335",5.49057612670113e-07,-0.999999489774707,-0.999999687694874,-0.999999867542819,3.37883688471464e-08
"HMDB0001337",6.84411269408416e-08,-0.999999991404878,4.7961395853299e-08,3.16084755468694e-09,-0.999999995382834
"HMDB0001341",-0.997099074588021,-0.999649478203936,-0.998075936433312,-0.999527424380602,-0.999741572156815
"HMDB0001358",-0.796061613365314,-0.959587351871633,0.161982990937624,-0.836965313713484,-0.867086561250425
"HMDB0001361",-0.999996795627871,-0.999996667843561,1.14985905437803e-07,-0.999999177319132,-0.999999828583164
"HMDB0001373",-0.994520393960817,-0.973554709907086,0.0178162450977653,-0.986512129031143,0.0137560061334927
"HMDB0001377",-0.792866912647348,-0.696855827894626,-0.751898671784246,-0.709464321371036,-0.722739940759285
"HMDB0001381",1.36777976525173e-08,1.37262757862354e-08,3.25893837790402e-08,5.81792580138997e-09,-0.9999999920036
"HMDB0001388",0.000817457895434845,0.00129218643617358,0.00158860615802936,0.0010591063158677,0.000565575945993927
"HMDB0001389",-0.999993592387469,-0.999986450698853,-0.999976563036003,-0.999994486780076,-0.999997276056652
"HMDB0001397",-0.999999947814692,-0.99999781575269,-0.999997723711438,-0.999999800482886,-0.99999982813893
"HMDB0001403",1.47148870369493e-08,2.92159840633903e-08,4.87258216801584e-08,1.80837333384383e-08,6.36230221879669e-09
"HMDB0001406",0.00359524552647202,0.000640561221051789,-0.999995073008347,0.00344029289522765,0.00324227651457464
"HMDB0001414",0.0143276855404524,0.00659393359702134,0.00260291739745168,0.0175914168894004,0.0635514571388537
"HMDB0001416",0.00501600797759221,0.0264214133152851,-0.981978263422606,0.0134947985864489,-0.985486785200009
"HMDB0001419",-0.999999988465512,-0.999999977883013,-0.999999971285493,-0.999999989191335,-0.999999993318328
"HMDB0001423",-0.99972764780258,-0.999986420157411,-0.999839981168411,2.22083481728338e-05,-0.996207880590239
"HMDB0001425",-0.999997232156165,-0.999995586430727,-0.999993075043223,-0.999997640390089,-0.999999026316555
"HMDB0001426",-0.999997822662334,-0.999993302713271,9.21843854830608e-06,-0.999991896810174,-0.999990030452383
"HMDB0001431",-0.99999467748567,1.9186697272989e-07,-0.999995097808646,-0.999999458445795,8.44373198587988e-10
"HMDB0001432",1.19939652711618e-08,1.55528371773611e-08,1.2455186700761e-08,3.65092060848409e-09,3.16726216014528e-09
"HMDB0001434",-0.999999021936039,4.64473876545722e-06,-0.999999526420365,5.96058109924022e-06,1.7763619970935e-05
"HMDB0001438",8.26536077444439e-10,-0.999999999991828,-0.999999999011147,1.11214626171642e-09,1.36689500435744e-09
"HMDB0001440",-0.998089295125494,0.00403965330938352,0.000645147206916351,-0.99947211883533,-0.991380605464205
"HMDB0001442",-1.99999598146841,-1.99999208853353,-1.999997941954,-1.99999245322833,-1.99999971803607
"HMDB0001448",5.26963844738879e-06,3.20350308867662e-06,-0.999988439349611,7.53308340813843e-06,2.72445463939913e-07
"HMDB0001449",2.83272050734455e-09,7.85197562598395e-09,1.33494632424376e-08,4.29566068779448e-09,2.84336954558235e-09
"HMDB0001451",-0.999999980186956,-0.999999962439661,-0.999999933493903,-0.999999982484503,-0.999999990612757
"HMDB0001452",-0.999997251061553,-0.999994258875893,-0.999991290331739,-0.999997036296695,-0.99999798681967
"HMDB0001453",1.18398328025595e-06,7.07132788722102e-07,-0.999998597849351,2.56199902977377e-06,-0.999998508380911
"HMDB0001455",2.83272050734455e-09,7.85197562598395e-09,1.33494632424376e-08,4.29566068779448e-09,2.84336954558235e-09
"HMDB0001473",-0.944781848381524,-0.906977453416088,0.123486851237591,-0.902538573434103,-0.882945403558293
"HMDB0001476",3.70987905330475e-08,8.69618826926676e-08,8.77479324878625e-08,3.93432419015929e-08,2.01444980442521e-08
"HMDB0001483",2.67268049068168e-09,4.2346447872335e-09,7.49054521094719e-09,2.54342111392683e-09,8.45621793124782e-10
"HMDB0001488",-0.99999999834196,-0.999999989491637,-0.999999989398633,7.16618246851517e-09,-0.999999998536537
"HMDB0001492",-0.9999999633006,2.24138391181552e-08,-0.99999958513055,-0.999999951261148,3.68108927495702e-09
"HMDB0001509",6.68468659366986e-06,8.41697301247409e-07,3.16135167891164e-06,7.60498785496124e-07,3.86073623909522e-07
"HMDB0001514",-0.99999774432325,-0.999999661548294,-0.999995387148793,-0.999999543661499,-0.999999983562227
"HMDB0001517",-0.999952028697769,-0.999972820307983,-0.999948242245081,-0.999970833197247,0.000523154332092018
"HMDB0001520",-0.999892175933249,-0.999801327338567,-0.99965497030384,-0.999866840432829,-0.999929142739122
"HMDB0001545",0.0128937627851461,0.000584788027696297,0.00599043342658498,0.00369240424201667,-0.999767059808271
"HMDB0001546",3.27649705475398e-05,4.93324034751657e-05,0.000131126690337422,3.05818357174993e-05,5.14635085088791e-06
"HMDB0001547",-0.999999999246237,-0.999999989868927,-0.999999998010094,-0.999999994333784,-0.999999997483083
"HMDB0001565",6.52048997052976e-05,3.06460532532989e-05,2.43485357410219e-05,-0.999865155661433,0.000446341350728263
"HMDB0001586",3.71826267455361e-05,9.9087725973902e-05,6.80398508694997e-05,9.89623923738724e-05,8.75761504386668e-05
"HMDB0001644",-0.999999602559347,-0.999998854701397,-0.999999641114955,3.64751855237156e-07,3.51412015236452e-08
"HMDB0001659",0.000162392499402351,7.47783475292105e-05,3.37675631641723e-05,0.000107375577964765,0.000327217368024262
"HMDB0001721",-0.999994467642762,0.00113779851389808,-0.999983048818292,-0.990081007258878,0.0152691087409628
"HMDB0001830",-0.999999995460806,-0.999999961674412,-0.999999988212491,-0.999999980658428,-0.999999988347522
"HMDB0001842",-0.999999999893821,3.76957095544709e-11,-0.999999999930587,5.77711004587279e-11,-0.99999999995365
"HMDB0001851",-1.9438859404702,0.031398429471884,-0.98550110403685,0.0703876239736348,-0.942603921423118
"HMDB0001852",0.08300620902648,0.0157528275025862,-0.935063612265635,0.0645816298617032,0.054808570279491
"HMDB0001855",-0.999999999723415,5.28190927615849e-10,1.73760860853256e-10,6.94919115744542e-10,-0.999999999165746
"HMDB0001858",6.12252168990379e-10,-0.999999999931221,-0.999999997810865,5.41290361387833e-10,1.43901113247499e-09
"HMDB0001870",-0.999998735391614,-0.999996186391892,-0.999991838462009,-0.999997920324683,1.69075092276907e-06
"HMDB0001874",0.0710265087748116,-0.976588950688948,0.000384438065194491,-0.998530868252335,0.0259702606919683
"HMDB0001875",-0.999998190022711,3.61770009572333e-08,2.41332763312087e-06,-0.999999943107077,-0.999998348296943
"HMDB0001877",2.46509397566909e-05,5.46937384953757e-05,4.78792354354003e-05,3.20611787471521e-05,-0.999996907262843
"HMDB0001882",-1.99945560998764,-0.999918577905329,-0.99967651346312,-0.999733627089002,-1.99961003354296
"HMDB0001893",-0.999999985280937,7.24362322551263e-10,8.63224553983736e-09,2.49350370336594e-10,6.30140399877557e-09
"HMDB0001896",4.97634741232603e-10,2.12829273917311e-09,1.00777964409123e-09,-0.999999999327947,5.75831007672666e-10
"HMDB0001903",-0.999999999181026,2.23999641244969e-10,1.40630537751465e-09,-0.99999999899844,-0.999999999075928
"HMDB0001913",1.47677608853457e-10,-0.999999999655837,-0.999999999529501,2.35909655884505e-11,-0.999999999816779
"HMDB0001921",-0.999999999893821,3.76957095544709e-11,-0.999999999930587,5.77711004587279e-11,-0.99999999995365
"HMDB0001967",-0.996473962706482,0.154116687932705,0.234156915030282,0.15976228021258,0.0503546321034003
"HMDB0001976",2.46509397566909e-05,5.46937384953757e-05,4.78792354354003e-05,3.20611787471521e-05,-0.999996907262843
"HMDB0001999",0.000106938253766809,0.000122943195920226,0.000156202201674056,-0.999993625918334,4.89136768591795e-06
"HMDB0002003",9.42445142885615e-06,1.31311563269404e-05,1.86974696303903e-05,1.1344157821364e-05,4.68245265307537e-06
"HMDB0002024",3.62418501438268e-09,3.37746271012794e-10,7.60906653534199e-09,3.2631340550419e-09,2.55531544432821e-09
"HMDB0002027",9.25361240687215e-11,-0.999999999787466,-0.999999999523583,-0.99999999987903,8.32750294922266e-12
"HMDB0002031",-0.999999996123707,-0.999999998797552,-0.999999988757185,2.88332793961795e-09,-0.999999997214103
"HMDB0002035",-0.999999996917991,-0.999999996577957,-0.99999999268217,3.55958992582505e-10,-0.999999999054945
"HMDB0002059",-0.999999996707093,-0.999999996742482,-0.999999993641718,7.96236347135164e-10,2.86464750664888e-09
"HMDB0002078",3.2800789479729e-09,9.16219187715833e-10,6.56178595476538e-11,7.30190275217635e-09,1.99662585502936e-09
"HMDB0002092",-0.999982810413936,-0.999980927193069,-0.999993967576521,-0.999997277256417,-0.999997604457683
"HMDB0002103",1.38331523862631e-07,-0.99999976479215,-0.999999851207069,1.59273869139805e-09,6.97912355120532e-07
"HMDB0002111",-0.789260490645792,-0.773767368090317,-0.734028566613531,-0.746759453111112,-0.556779904592343
"HMDB0002134",-0.999999998200657,1.40951946558482e-09,-0.999999998673455,-0.999999999163108,4.12085072741045e-09
"HMDB0002152",-0.796061613365314,-0.959587351871633,0.161982990937624,-0.836965313713484,-0.867086561250425
"HMDB0002158",-0.988770812624512,-0.998030049755459,0.00557141980766469,-0.996607363513027,3.90337300577535e-08
"HMDB0002179",-0.845961025993082,0.0749636215609687,0.0594544605850894,-0.923656607254997,-0.82949272968954
"HMDB0002183",-0.999455791344542,8.10808984145931e-05,0.000322869484576585,0.000266161845181526,-0.999610152028631
"HMDB0002190",9.84109652999138e-10,-0.999999999996773,-0.999999993535099,-0.999999998822449,1.84311739613495e-09
"HMDB0002200",1.72079507216919e-08,-0.999999812426448,1.01461468868999e-07,1.60581359436837e-08,7.51801363504339e-09
"HMDB0002211",0.0111958432695543,0.00191229993977196,-0.994511684703117,0.00335474467692973,-0.999999996371725
"HMDB0002212",9.00197996078295e-06,1.63763355710397e-05,1.50804859302214e-05,1.0651199160011e-05,4.8315700430795e-06
"HMDB0002226",0.000322319517872365,0.000106676874453793,4.97319047987889e-05,2.57249277841552e-05,6.42733814246075e-05
"HMDB0002231",8.81585673908432e-06,1.3481447677141e-05,1.79587115046627e-05,1.12365292744467e-05,5.79649023184741e-06
"HMDB0002232",9.84109652999138e-10,-0.999999999996773,-0.999999993535099,-0.999999998822449,1.84311739613495e-09
"HMDB0002243",-0.999998870967687,-0.999999119350036,-0.999996931119703,-0.999998830628695,-0.999999272628885
"HMDB0002259",8.47062395607626e-06,4.74234630159214e-06,1.34362949795785e-05,1.07454687750003e-05,4.04739221682058e-06
"HMDB0002275",9.5984821393543e-09,1.21490487185699e-08,2.12876058720605e-08,2.14410869820047e-08,8.77116840572138e-09
"HMDB0002283",-0.999999990028393,-0.999999962766099,-0.999999916297825,-0.999999995210003,1.55982470241381e-08
"HMDB0002329",1.29812814740839e-06,1.29326083637135e-06,2.31304129200858e-06,1.40899529204401e-06,6.24082439798863e-07
"HMDB0002345",9.2551787869472e-06,1.329704606058e-05,1.70336854407266e-05,1.0851480349779e-05,4.82246089704175e-06
"HMDB0002356",8.73604752386637e-06,1.39997404551174e-05,1.59954441669035e-05,1.14378040557141e-05,5.36287078664865e-06
"HMDB0002368",9.40615684741546e-06,1.32325459875136e-05,1.73200513748404e-05,1.10059667160702e-05,4.72548773708921e-06
"HMDB0002369",0.08300620902648,0.0157528275025862,-0.935063612265635,0.0645816298617032,0.054808570279491
"HMDB0002504",9.90599694626995e-09,1.12305305692907e-08,7.90164669041229e-09,2.69415989565512e-09,9.82957086769527e-10
"HMDB0002639",3.85353485191789e-09,5.92162628323171e-09,1.28963827164882e-08,3.18749100733332e-09,1.27404179641979e-12
"HMDB0002642",4.83272787727682e-09,4.69426386922156e-09,1.30021684460445e-09,5.98975004750608e-10,2.31540978419435e-10
"HMDB0002656",9.44120435275985e-09,1.3040386553497e-08,2.68590731245084e-08,7.75182391805155e-09,3.46540301102448e-09
"HMDB0002664",0.000174335910718286,0.00026945886612636,0.00018462707356549,0.000337670810695839,0.000245855584154884
"HMDB0002666",-0.999999506409201,1.62361855763325e-06,9.13366598348219e-07,-0.999998318696426,-0.999999152374277
"HMDB0002685",1.74680783304169e-08,2.83946338251125e-08,4.80892043282615e-08,2.09269274924691e-08,7.91694708756409e-09
"HMDB0002704",-0.999999998796391,-0.999999998893705,-0.999999997964197,5.2953194534013e-10,-0.999999999277207
"HMDB0002710",-0.998914396303163,0.00208535605575328,-0.99856984769888,-0.999695193379811,0.00362837237432842
