"","Basal III cells","Fibroblasts","Macrophages"
"HMDB0000554",3.78673544235192e-08,2.60705580507553e-08,3.79294084361223e-09
"HMDB0000557",-0.996548542953836,-0.995732396607351,0.00271400850949083
"HMDB0000561",3.65981470310278e-10,5.37208035783746e-10,-0.999999991588471
"HMDB0000562",-0.999999996607061,6.79109582933411e-10,-0.999999989301588
"HMDB0000568",0.0132506292929242,-0.989853397080426,-0.871108936807172
"HMDB0000570",1.44206529472153e-06,7.44462436161975e-07,2.3684919629188e-08
"HMDB0000573",2.39657790528149e-05,1.37419109121867e-05,-0.999997718990366
"HMDB0000574",0.0347192000006492,-0.959184222648596,-0.9300546438408
"HMDB0000577",9.26031865287241e-09,3.30758338842837e-09,-0.999999999634467
"HMDB0000586",3.40657422834447e-09,5.31206206225742e-09,6.97492029969877e-09
"HMDB0000588",1.49779191953557e-09,1.08329406451221e-08,1.03080598596144e-08
"HMDB0000595",0.0320083238851725,-0.936896611701352,-0.940833839012927
"HMDB0000608",-0.999999735100149,-0.999995432294862,-0.999999853661383
"HMDB0000619",6.3699000415344e-08,4.88280512084272e-09,9.52416757644114e-09
"HMDB0000620",2.26496927094401e-05,3.03250254594619e-07,-0.999998554382811
"HMDB0000621",-0.999999991370632,-0.999999996146011,-0.999999999148557
"HMDB0000622",2.04299339870943e-05,8.46720002905286e-05,5.46615349963166e-08
"HMDB0000623",-0.999979796826846,-0.999983428780439,2.74748069616356e-08
"HMDB0000625",0.0553639517798571,0.00581546543977284,0.00291665310733203
"HMDB0000630",2.54067957201011e-07,9.72353882165439e-08,1.6149275263576e-08
"HMDB0000631",-0.967803339518337,0.065689293001359,0.0994370076097319
"HMDB0000637",8.94828639535101e-09,-0.999999992715418,7.73044025544976e-09
"HMDB0000638",-0.999980365658147,4.55529628416955e-05,-0.999999591928365
"HMDB0000641",-0.994640969904365,2.98757327278978e-05,0.00950896529714826
