"","Endothelial cells","Fibroblasts","Macrophages","Myocytes","Neutrophils","NK cells","T cells"
"HMDB0000364",-3.9999999966085,-1.99999998869748,-3.99999998990374,-3.99999997310773,-1.99999999697519,-1.99999999467384,-3.99999998823196
"HMDB0000374",-0.999999998984943,5.90258451416453e-09,5.63833998540288e-09,1.02159643568323e-09,-0.999999998130788,1.16085260289047e-08,2.41374262223748e-09
"HMDB0000379",0.000493446144802089,0.00087102585152794,2.17149686173987e-05,3.0927555954698e-05,0.00011711788025606,6.18448136434825e-05,3.08238146066524e-05
"HMDB0000380",0.000493446144802089,0.00087102585152794,2.17149686173987e-05,3.0927555954698e-05,0.00011711788025606,6.18448136434825e-05,3.08238146066524e-05
"HMDB0000415",-3.9999999966085,-1.99999998869748,-3.99999998990374,-3.99999997310773,-1.99999999697519,-1.99999999467384,-3.99999998823196
"HMDB0000428",-0.999999976814768,1.80812833203112e-06,-0.999999587345003,7.19845469578667e-08,8.00252831139287e-07,3.36979091691554e-08,4.17822929668791e-06
"HMDB0000448",1.65913967583124e-05,-0.999986070193205,-0.999996240855971,-0.999999965392072,-0.999999647061488,-0.999996661306115,3.5898928383543e-06
"HMDB0000453",2.19982361722569e-06,1.05085166311595e-05,6.13200048651203e-07,1.04830866730374e-05,6.95235987980287e-05,2.90040912535883e-05,2.07114052462782e-06
"HMDB0000462",8.91783174095817e-07,3.48433258555907e-07,-0.999999224628009,1.01634095895365e-06,1.52979939051193e-06,-0.999998171603834,3.71394488806582e-07
"HMDB0000464",-0.999999999357241,1.16313011361783e-10,-0.999999999644034,-0.999999999613115,-0.999999998826894,-0.999999999687277,1.36869565484776e-09
"HMDB0000467",-0.999999997827333,-0.999999994491989,-0.9999999966136,-0.999999992916761,-0.999999996311346,-0.999999999229221,-0.999999994275713
"HMDB0000479",0.00478084427726568,0.0187709458410766,0.00377298752680974,-0.999913094372149,0.00368537914807481,0.0428081054923012,-0.987839580528373
"HMDB0000482",8.18857759237562e-08,1.33533406427394e-07,3.8102072733639e-07,-0.99999972671401,2.40593212527463e-07,-0.999999850064958,-0.999999637068879
"HMDB0000490",-0.999999997273789,-0.99999999029107,-0.999999998242193,-0.99999999739697,1.45057573127585e-09,-0.999999998349622,-0.999999988023123
"HMDB0000492",9.25556685338784e-10,-0.99999996877432,-0.999999988646381,-0.999999991893477,3.78591483951743e-09,-0.999999984539098,-0.999999987236806
"HMDB0000499",5.3722614630741e-06,4.61692299225353e-06,1.07041270999682e-06,4.321670121361e-06,8.94823888811045e-07,2.68701389131716e-06,1.61718874563497e-05
"HMDB0000500",7.06138638492915e-06,1.62430652100319e-05,1.01823349752606e-05,0.000109229366207647,4.1711821585948e-05,4.76278942530241e-05,5.66883314988569e-06
"HMDB0000506",-0.9999999993242,2.76945094445873e-11,-0.999999998907491,-0.999999995328279,-0.999999999513119,1.21775437043851e-10,-0.999999998578278
"HMDB0000508",-0.999999997340241,-0.999999997309161,-0.999999997670583,-0.999999996752718,-0.999999999720248,-0.999999998128157,1.28732862131217e-05
"HMDB0000510",-0.999999999336435,1.57450787625345e-10,-0.999999999792218,1.1848860393305e-08,5.25674952879648e-09,7.77781327194622e-09,8.44689665522111e-09
"HMDB0000511",-0.999999985009163,-0.99999985227835,2.0201855122937e-07,-0.999999519127711,-0.999999982327849,-0.999999982850038,-0.999999657387982
"HMDB0000513",-0.999999985009163,-0.99999985227835,2.0201855122937e-07,-0.999999519127711,-0.999999982327849,-0.999999982850038,-0.999999657387982
"HMDB0000517",-0.993896069760545,-0.991542451387771,-0.995060009438886,-0.996938713176136,-0.994241790015828,0.000147286735237031,-0.993915718584584
"HMDB0000518",-0.999999997283827,-0.999999990094652,-0.999999993658611,-0.999999979931293,7.59988916373291e-09,-0.999999991299303,-0.99999998353277
"HMDB0000521",5.3722614630741e-06,4.61692299225353e-06,1.07041270999682e-06,4.321670121361e-06,8.94823888811045e-07,2.68701389131716e-06,1.61718874563497e-05
"HMDB0000525",2.19982361722569e-06,1.05085166311595e-05,6.13200048651203e-07,1.04830866730374e-05,6.95235987980287e-05,2.90040912535883e-05,2.07114052462782e-06
"HMDB0000532",0.0263932733114907,0.00437692526788147,0.00757749775440276,0.0063351285295538,0.00627146932560692,0.0245612481419985,0.00358040153232237
"HMDB0000535",4.84203849324297e-06,2.10185485387253e-05,1.58339906797141e-05,-0.999997336656339,-0.999983937001398,5.78442672208068e-06,1.09024146503468e-05
"HMDB0000538",0.0139749041787479,0.0304837038475973,0.00794593378538039,0.00775695178622645,0.0518959921171577,0.0129301363458402,-0.977996839212024
"HMDB0000554",-0.999999999411201,4.5848644905439e-09,2.34905874628132e-09,3.981207859583e-11,-0.999999998922598,4.44721971264918e-09,1.60037340575258e-09
"HMDB0000557",-0.997288681353402,0.00122955603114234,-0.998392636422312,-0.997404752610661,-0.996308691101578,-0.999725355843299,-0.996950328589057
"HMDB0000561",-0.999999999955724,-0.999999999797846,5.26190516579248e-10,-0.999999998695594,-0.999999999978951,-0.999999999289331,-0.99999999949537
"HMDB0000562",-0.999999999943633,-0.999999999617461,1.83260264453875e-09,1.67193420929992e-09,7.02153339679517e-10,4.07134226470247e-09,3.9291189352808e-09
"HMDB0000568",-0.936545885477563,0.0732773794108666,-0.96733922552338,0.0553346253515816,0.0604421968779826,0.0222704494152788,-0.982605652458441
"HMDB0000570",4.7152708603381e-07,-0.999999871347519,2.03330629146373e-09,-0.999999988262245,3.21453804569963e-08,-0.999999149237801,-0.999996802899982
"HMDB0000573",1.26859591772961e-05,0.000203364759282104,-0.999998558057904,4.26761926761006e-06,-0.999984187373406,-0.999995216695384,-0.999994886520163
"HMDB0000574",-0.990339217306179,0.00335717549514194,-0.982608708126877,-0.956227453503821,0.0167356530315399,-0.95458656208098,0.0245796431281138
"HMDB0000577",1.31530510061386e-11,1.83571012214382e-09,2.76506015729305e-10,3.92869642386377e-11,-0.999999999335071,7.81795994214531e-10,6.52832227393047e-10
"HMDB0000586",-0.999999999759419,2.52196198043603e-11,8.60745727900396e-10,4.83967005242873e-10,7.0354522692762e-10,8.29797420116254e-10,-0.999999999969202
"HMDB0000588",-0.999999996891099,-0.999999999627699,-0.999999999732413,-0.999999996928611,7.27389993592005e-09,-0.999999998930696,-0.999999997490739
"HMDB0000595",-0.979824258813259,-0.978428184131933,-0.972646937734963,0.024681875713532,0.0839738603534139,0.0645405436910311,-0.995717178831962
"HMDB0000608",2.29939635175174e-07,1.18818809351455e-07,-0.999999982418777,7.28482555121658e-08,-0.999999985444133,-0.999999890492923,1.22859352678466e-06
"HMDB0000619",-0.999999996271943,2.42308403509691e-09,-0.999999997071773,-0.999999989519438,1.07788427593116e-09,-0.999999997808423,1.63372303480678e-09
"HMDB0000620",3.11783665168353e-08,2.51599647701894e-06,-0.999999576023381,-0.999999909670511,2.4629600188459e-07,-0.999999993174042,5.0974392911086e-06
"HMDB0000621",-0.999999994925441,-0.999999988418229,1.90306164725305e-09,-0.999999994529335,4.65354136519896e-10,-0.999999996935103,-0.999999990486966
"HMDB0000622",2.31115420943647e-07,9.63912519967109e-06,5.38366588737461e-06,3.3611221014668e-08,8.89259101600529e-06,1.6524731415271e-05,4.92173462513932e-06
"HMDB0000623",2.07473805076594e-05,-0.999975827394042,-0.999994894092746,-0.999999967274181,-0.999999779886672,-0.999996535558726,3.50231612241373e-06
"HMDB0000625",0.000317097327154501,0.00806814179822313,0.0867147713701427,0.0379397763458059,0.00276346236775962,0.0369818293000848,0.0346112733567942
"HMDB0000630",1.41721204527951e-08,1.04303837775024e-08,1.01501500630005e-08,1.58221303160721e-08,4.15694201772026e-09,6.46344152284867e-09,6.35730077453135e-08
"HMDB0000631",0.0063821890873612,0.0536446729970772,-0.92386319003409,-0.996696389072983,0.108546750841147,0.193184331044949,-0.962920817165451
"HMDB0000637",2.61467562272124e-09,4.309170249909e-09,5.76683655259191e-09,7.78354191299325e-10,4.90256415220696e-09,2.16145405390255e-09,-0.999999998251411
"HMDB0000638",3.11909914254534e-06,0.000121607780031113,1.06972666177915e-06,-0.999998994462265,-0.999942567097469,2.180991149619e-05,-0.999963398395189
"HMDB0000641",-0.996595065791196,0.0056768139471288,-0.999514927682225,-0.997309759520204,-0.996329109056375,0.00216444480023997,-0.994488891311109
"HMDB0000643",4.10413009602658e-06,-0.999999997277186,-0.999999998406064,-0.999999992892295,1.23288035682398e-09,5.16712863956571e-09,2.67362002670124e-05
"HMDB0000646",8.92108885944373e-08,3.79926176252095e-07,1.50915150363661e-07,-0.999999960372644,-0.999998760074099,1.40492557745613e-07,7.298684989331e-08
"HMDB0000660",-0.999999999386488,-0.99999998148,9.25531405821603e-10,4.33545401413899e-09,-0.999999999958751,-0.999999993242784,-0.999999997381823
"HMDB0000661",0,3.66593765852788e-14,-0.999999999999843,-1,-0.999999999999556,3.395752251152e-13,1.51607556804227e-13
"HMDB0000666",-0.999999986986069,-0.999999979462996,-0.999999992817463,-0.999999978310376,-0.999999977827767,-0.999999984023222,-0.999999952500179
"HMDB0000669",-0.999999999319866,8.52087427063477e-11,-0.99999999897893,-0.999999999197628,-0.999999999727544,2.9598430748032e-10,6.72413476029535e-10
"HMDB0000673",0.00791657536494966,0.00935164273726505,0.00769156239442094,0.00740916010880051,0.00334906109904406,0.00550195428523359,0.0182328547100092
"HMDB0000676",0.0235255454128624,-0.962982537492152,0.0153872478569801,-0.984273283925207,-0.989956087863106,-0.994915800279689,0.00528057727823965
"HMDB0000678",7.79949092291284e-10,5.66752952895059e-11,8.61645872020713e-10,4.9027774909968e-10,-0.999999999312752,-0.999999999758305,2.9546511448992e-09
"HMDB0000679",1.17206668742613e-08,-0.999999906559888,4.47950689399357e-09,2.02746687887995e-08,4.68729554076618e-09,-0.999999963323015,3.35680437988803e-08
"HMDB0000682",4.05104239264287e-10,-0.99999999993323,-0.999999999826776,2.20771121854423e-10,4.45899577044904e-11,3.40375757746615e-10,1.39661992930165e-10
"HMDB0000684",1.73017081429947e-09,-1.99999999059015,-0.99999999837727,1.96090516846343e-09,-0.999999992632647,1.71578023869113e-08,-0.99999999135038
"HMDB0000687",-0.964273207645104,-0.95966493986678,-0.997912538989604,-0.978737991025577,-0.993474066625497,0.00165254790327883,-0.971593930917751
"HMDB0000691",7.76840403187028e-10,-0.999999995887809,-0.999999997704824,-0.999999999141437,2.05239003828448e-10,-0.99999999804523,-0.999999998721601
"HMDB0000692",-0.841669246721117,-0.778306825036837,-0.790749172399319,-0.754695071664691,-0.87668313542587,-0.831700034007801,-0.659187314059066
"HMDB0000695",3.58352785965573e-09,-0.999997850001938,3.56235395703044e-09,-0.999999977605027,1.03723083200834e-07,-0.999999996020743,4.3936697427051e-06
"HMDB0000696",-0.983378912071018,-0.940157205240125,-0.965684122922017,-0.980433809972974,-0.945841201855276,-0.934656448333611,-0.99586668142083
"HMDB0000698",8.91087479203963e-10,9.28996189560153e-09,4.54146179378443e-09,8.08439125140518e-09,-0.999999999677892,3.09485937288789e-09,5.89512758509491e-09
"HMDB0000699",2.02673618119677e-09,2.04839014129373e-08,5.98180035369406e-09,-0.999999998800849,-0.999999993619681,8.01812736815413e-09,1.44569571916549e-08
"HMDB0000700",-0.999999999034482,1.22546264914767e-08,3.07909931853065e-09,-0.999999994210722,6.72863425899519e-09,-0.999999999642779,1.86411049174463e-09
"HMDB0000707",8.43114830339064e-05,-0.998460353864194,0.00624354238849516,0.00922987419366039,0.0112355502188274,-0.999405046510175,0.00523113134892053
"HMDB0000708",4.53704349887669e-09,2.35900653945461e-08,1.67844419127438e-08,2.64325440086732e-08,-0.999999995949274,1.13315393284347e-08,1.96583223853682e-08
"HMDB0000710",1.0722945016775e-08,1.59171401447351e-07,1.25904867095502e-07,-0.999999434619297,7.39851561881759e-08,9.00659838409768e-08,1.28450810825865e-07
"HMDB0000714",6.3822778192871e-07,7.18693209729116e-06,4.05095250839347e-06,5.30763811913482e-06,1.34323176356976e-06,1.97792823601942e-06,2.42061415053731e-06
"HMDB0000716",6.08424065114097e-07,0.000398157550202467,2.77395032916082e-06,1.72210641381184e-06,2.77144759844251e-06,0.000178195309220666,0.000168791594169442
"HMDB0000717",-0.999999993869427,-0.999999991871268,-0.999999991541459,-0.999999978798294,1.26274501812324e-09,-0.999999991836539,-0.999999980011559
"HMDB0000719",-0.999989644561749,-0.999995361344211,-0.999998943279774,-0.999985004747446,-0.999999120624711,1.06482480733891e-07,2.6145194631305e-06
"HMDB0000721",-0.999999998705873,0.0192810990058746,0.0317847168635106,0.0118409854559899,-0.999999999954485,5.80357133820115e-10,0.0165739680603926
"HMDB0000722",1.63762118468037e-09,1.73646555888556e-08,7.94315857299699e-09,1.34985217215547e-08,-0.999999997797856,6.45235272531724e-09,1.04439024683999e-08
"HMDB0000725",0.0129278789201591,1.9119772322052e-05,5.92986015195464e-06,0.0027789235193641,5.02731907884272e-07,4.27651488379737e-06,0.000758651935777082
"HMDB0000730",2.00394417835009e-09,-0.999999999347602,2.5880331223972e-09,1.47578317133616e-09,-0.999999995757165,-0.999999999195782,2.90644033092385e-09
"HMDB0000733",-1.99999998482329,-0.999999913305244,-0.999999960520127,-0.999999949254478,-0.999999970687733,-0.999999962146416,-0.9999999249444
"HMDB0000738",-0.999999999548886,8.75751506851416e-11,8.77252099029146e-11,-0.999999999629949,-0.999999999656655,-0.999999999738054,9.7496247450867e-12
"HMDB0000742",-0.95658732742787,0.0339516485482352,-0.970573680839961,0.0342385046354572,0.0201026048600488,0.00437122601799524,-0.998684038590197
"HMDB0000745",9.00446773505477e-09,8.7362328632484e-09,7.21004345432753e-09,1.79440280926346e-08,-0.999999999212426,4.95833933023301e-07,2.33131274190986e-07
"HMDB0000752",5.58273473701315e-07,6.11560076146801e-07,2.48365520957566e-07,1.10509495159715e-06,6.67404366730622e-07,-0.999999855718313,3.75105727071542e-06
"HMDB0000754",1.44835999118216e-08,3.94951659978988e-06,-0.9999998516476,-0.99999999355972,2.1041435056089e-07,1.36667848284709e-08,-0.999997411035325
"HMDB0000755",0.0026379117436948,0.00152452698196738,0.00273925623456426,0.000748464795589515,0.00124050174815224,0.00491433902921954,0.000998539771822818
"HMDB0000756",4.84203849324297e-06,2.10185485387253e-05,1.58339906797141e-05,-0.999997336656339,-0.999983937001398,5.78442672208068e-06,1.09024146503468e-05
"HMDB0000757",-0.999992144569579,-0.999999506879422,-0.999997778909599,-0.999994094903674,-0.999996777564626,-0.999994534469734,-0.999884117961037
"HMDB0000759",6.30075907774795e-10,-0.999999999933678,1.77524596656673e-09,-0.99999999920314,-0.99999999933839,-0.99999999940126,7.95740963163945e-10
"HMDB0000760",-0.999999998676036,-0.99999999344938,-0.999999995191647,-0.999999990196555,1.19569389459117e-09,-0.999999996843496,-0.999999994434794
"HMDB0000761",-0.999999993869427,-0.999999991871268,-0.999999991541459,-0.999999978798294,1.26274501812324e-09,-0.999999991836539,-0.999999980011559
"HMDB0000766",7.12970798549508e-10,-0.999999993245222,-0.999999999907298,7.72365328686363e-12,-0.999999996710737,4.71363205635243e-10,-0.999999999581377
"HMDB0000772",4.73816671473085e-06,5.84723757047403e-06,2.93503908213186e-06,4.62081417078537e-06,-0.999999971906566,1.95379363523879e-06,1.33344338958434e-05
"HMDB0000774",5.99127276191098e-10,4.9316036195865e-09,3.07461017126771e-09,-0.999999999620492,-0.999999997517423,7.26475049627371e-09,1.67101273160279e-09
"HMDB0000779",0.00368193774017271,-0.999714041053265,0.00463590717110105,0.00737270388663131,0.0147357178083592,-0.99356733261283,-0.995972413217223
"HMDB0000784",7.50967180996515e-07,2.35808633257211e-06,-0.999997971382871,6.30178585494474e-07,-0.999994668926749,2.10833707702001e-06,1.18738263564895e-06
"HMDB0000795",1.31748926827003e-09,9.84025348547114e-08,2.76673820319337e-08,-0.999999957088429,-0.999999979489595,2.31697079861088e-08,5.43841926531073e-08
"HMDB0000801",-1.99999999093212,-1.99999992389378,-1.99999995993037,-1.99999994527219,5.12377698658507e-09,-1.99999997906663,-1.99999996602153
"HMDB0000803",2.69627573379915e-07,-0.999999631869405,-0.999999538999498,-0.999998799022775,-0.999998716868292,-0.999999512121174,-0.999999097235756
"HMDB0000806",0.00178151822336465,0.00229063919922323,0.00185985005548921,0.00167089038553087,0.000669080874639477,0.00125289851466452,0.00399364213213946
"HMDB0000807",0.00767786924411804,-0.99785930198478,0.0354132577823752,-0.997734496504493,8.41291275071915e-05,0.00589312818905175,-0.989850085224302
"HMDB0000811",-0.999999999844536,3.6083346061502e-09,9.3550631057893e-10,3.58528924281827e-11,-0.99999999874569,1.62171745619799e-09,9.90218415560854e-10
"HMDB0000819",4.23756924172814e-08,-0.999999935187911,-0.999999963392484,3.55876536538668e-08,-0.999999997899012,-0.999999982710085,2.72827232802032e-08
"HMDB0000821",5.25051851268428e-09,1.3457505702137e-08,9.7525889704327e-09,1.36162599120754e-08,1.13760879650507e-09,5.98459160153966e-09,1.3056441762784e-08
"HMDB0000826",4.75535449805563e-06,3.45702624885927e-06,1.91139660264267e-06,4.18900046935971e-06,-0.999999932949991,1.79330702579751e-06,1.1757778499743e-05
"HMDB0000827",0.00178784914130218,0.00120267944722566,0.00122024690250121,0.00188962644125666,0.000320397452305411,0.000920463375519282,0.00536671358702519
"HMDB0000847",-0.99999922677194,-0.999997618101921,2.02115750250139e-06,-0.999999350300429,5.31635776369506e-06,-0.999997868731706,-0.999998745882014
"HMDB0000848",-0.999999995097615,1.34065911780269e-05,-0.999569707339573,-0.999999997567917,-0.99906989963671,-0.999970575658945,0.000215676738012148
"HMDB0000865",-3.9999999966085,-1.99999998869748,-3.99999998990374,-3.99999997310773,-1.99999999697519,-1.99999999467384,-3.99999998823196
"HMDB0000866",4.21546066712255e-05,4.87854414267864e-06,0.000718174060127003,0.000616564420166949,9.12406607580708e-07,0.000204662334730486,0.000933189655155754
"HMDB0000870",-0.999999997767871,2.97071507894069e-08,8.09175775812785e-09,-0.999999999703192,-0.99999999209753,1.37815050944857e-08,1.60913827888337e-08
"HMDB0000876",0.0122724482021616,0.00359339232149956,0.0124563113971659,0.0152606338874307,0.00878747998528989,0.0118293104969275,0.0104350859385512
"HMDB0000881",1.61602316176467e-09,-0.999999999887179,-0.999999998509248,-0.999999999375186,-0.999999995482016,-0.999999987462512,-0.999999999487203
"HMDB0000883",-0.995559240661066,0.00341070603317029,-0.999376784572089,-0.99662677383217,-0.99491888826165,0.00106328166260663,-0.995848760919516
"HMDB0000892",-0.999999986969088,-0.999999979487627,-0.999999992779849,-0.999999978341854,-0.999999977797059,-0.999999984341376,-0.999999952842998
"HMDB0000893",1.59055077266807e-05,-0.999986081231109,-0.9999963367702,-0.999999949420467,-0.999999691835183,-0.999996669719262,2.88651711191672e-06
"HMDB0000895",1.11218633788203e-09,2.74666725457558e-08,1.01567363504495e-08,4.9407184441978e-09,-0.999999992680237,1.60190034315374e-08,1.3780573800201e-08
"HMDB0000896",-0.999999957679753,-0.999999823004653,1.27073512355783e-07,2.71991301230942e-08,-0.999999639039864,1.17078730932194e-07,2.93141772780508e-08
"HMDB0000898",1.20340796161672e-09,-0.999999998540669,-0.999999998445951,-0.999999999467678,1.03188703098784e-09,-0.999999998344943,2.39800628778751e-09
"HMDB0000899",-0.999999997038866,9.81758539537556e-09,1.28803892286957e-08,2.50034176262694e-09,-0.999999995887211,2.75340700506539e-08,5.06212675537106e-09
"HMDB0000900",8.81908418186178e-11,-0.999999999169333,2.25455545847278e-11,1.1587470882255e-09,2.89631120562026e-09,1.44349546122604e-10,6.79918477482631e-10
"HMDB0000902",-0.983217212247378,-0.977833514453013,0.00168056030626127,-0.999990467364301,-0.992060129501711,-0.984361414053076,0.0110830438229234
"HMDB0000904",1.88435176684447e-08,0.000270864542801602,-0.999996594391349,1.43302816563332e-06,-0.999996858463452,0.000111343825018214,7.76490807868548e-05
"HMDB0000908",1.31530510061386e-11,1.83571012214382e-09,2.76506015729305e-10,3.92869642386377e-11,-0.999999999335071,7.81795994214531e-10,6.52832227393047e-10
"HMDB0000910",4.72921498219522e-06,3.58783157134334e-06,2.13374538770059e-06,4.36933978789949e-06,-0.99999993100025,2.04961356839943e-06,1.19497527609744e-05
"HMDB0000916",4.7152708603381e-07,-0.999999871347519,2.03330629146373e-09,-0.999999988262245,3.21453804569963e-08,-0.999999149237801,-0.999996802899982
"HMDB0000929",-0.999066272427046,0.00109293004937709,0.000256473688837414,-0.99943197439057,-0.99907350737352,0.000289020265943935,-0.999196397453272
"HMDB0000932",6.22295810105086e-10,8.35400234532487e-09,3.7034524543248e-09,3.74142947033305e-09,-0.999999998312248,4.06380279797111e-09,5.57234791545238e-09
"HMDB0000933",2.07473805076594e-05,-0.999975827394042,-0.999994894092746,-0.999999967274181,-0.999999779886672,-0.999996535558726,3.50231612241373e-06
"HMDB0000936",8.42194502625348e-08,1.09987291771892e-09,5.65244955238399e-09,5.72861573330357e-09,-0.999999967800772,9.78299593213215e-07,2.18185116749719e-06
"HMDB0000939",0.00190433656480621,0.0194102011190446,0.00323004723905108,-0.999710679958755,0.00378247198505198,0.043121504257004,-0.987173609679677
"HMDB0000943",-0.999999968796453,8.81804053191261e-07,-0.999999999992875,3.84363316944564e-09,-0.999999993092509,6.23978722365123e-07,2.08269087723058e-08
"HMDB0000944",4.65861378985653e-06,6.95225048677822e-06,4.26991925565457e-06,2.60255476751769e-06,3.11047638405997e-06,1.93332375458351e-06,1.17562731765723e-05
"HMDB0000946",-0.999999992307055,-0.999999977874763,-0.999999983463184,-0.999999970699862,9.09882124905217e-10,-0.999999987004622,-0.999999978386556
"HMDB0000947",-0.999999986970122,-0.999999979431009,-0.999999992817445,-0.999999978305336,-0.999999977820255,-0.999999983996479,-0.999999952508991
"HMDB0000949",-0.999999999001607,6.35716015640975e-09,4.98042389336519e-09,2.61193039329547e-09,3.17962018529912e-09,2.22315153033572e-10,1.90229824600321e-09
"HMDB0000951",-0.999999999001607,6.35716015640975e-09,4.98042389336519e-09,2.61193039329547e-09,3.17962018529912e-09,2.22315153033572e-10,1.90229824600321e-09
"HMDB0000962",-0.999999995237102,2.60361315538375e-08,-0.999999994231854,5.44060221710428e-09,1.88821751257524e-09,-0.999999999193625,-0.99999997736723
"HMDB0000972",-0.999996957218209,-0.99999933977271,-0.999996527034201,-0.999996247841393,-0.999999986887674,-0.999999996233336,-0.999999601913537
"HMDB0000975",-0.999999998318421,5.06879799703149e-09,-0.99999999978535,5.28634933794434e-09,1.16228590674604e-08,2.99084308707095e-09,1.47690071132035e-08
"HMDB0000990",0.00111573286142564,0.0394072691333069,0.0105243475164552,0.0143951657795603,0.0462531659467609,0.0857211603746248,-0.998577220603673
"HMDB0001008",3.34289504354337e-07,-0.9999997174144,1.85927852141389e-08,5.24429954251301e-07,-0.999999811121032,-0.999999884108242,9.10727542143721e-07
"HMDB0001039",-0.99999999989605,4.19136070604763e-09,2.12392184403047e-09,-0.999999995480591,1.22372848436179e-08,-0.999999992035345,-0.999999993531706
"HMDB0001043",0.000205508043882282,-0.999133446565602,-0.999041061304319,0.000236585181938629,-0.997033853478831,-0.999764930543664,0.000841340547939648
"HMDB0001044",2.70809552021252e-08,0.00296445406985241,0.00182216663555158,0.00142681089424058,5.26718234725284e-09,1.43219324775819e-08,-0.997981971817841
"HMDB0001050",3.21069204806712e-10,-0.9999999997004,-0.999999999958273,-0.999999999836307,8.21847281052245e-10,-0.999999999400146,-0.99999999968838
"HMDB0001051",0.00307715943325188,0.0091785113327087,0.0256788819261058,-0.963894651414225,-0.980095380586724,0.0307121983226954,0.00922253250953742
"HMDB0001056",-0.999996957218209,-0.99999933977271,-0.999996527034201,-0.999996247841393,-0.999999986887674,-0.999999996233336,-0.999999601913537
"HMDB0001072",-0.981341978217373,0.00335368786258992,-0.993388459444267,-0.98904472525366,-0.99673747590422,-0.97352420663308,0.0133482771380298
"HMDB0001080",-0.999999974122213,5.27321358665683e-09,-0.99999999978236,-0.999999988941413,2.52970319356137e-09,-0.999999511002353,-0.999999769324696
"HMDB0001085",5.93051435870038e-10,-0.999999991827753,-0.999999999195526,-0.999999992008919,2.13657076689287e-08,-0.999999986809589,-0.999999962337848
"HMDB0001123",-0.999999999071889,5.68614703096364e-09,5.07414364673067e-10,-0.999999998827008,7.7430665708471e-09,8.80991483396015e-10,-0.9999999984058
"HMDB0001129",-0.999999993310566,-0.999999997356898,-0.999999995449676,-0.999999995605307,1.06282471427372e-09,-0.999999993047556,-0.999999983796562
"HMDB0001138",2.34544430439765e-09,4.21013115930785e-09,1.4201648102666e-09,-0.999999998321558,4.6265665695486e-09,3.8425873950996e-09,8.45294785258799e-10
"HMDB0001139",-0.999999998063376,2.14565363926653e-08,1.68745046175338e-10,1.86378772119835e-09,1.15355627192659e-08,1.57917499067789e-10,-0.999999996879708
"HMDB0001149",-0.999768604059057,0.000173075966921271,-0.999519298652885,8.17239048453863e-05,-0.999999708783125,-0.999430840187404,0.000243566375150225
"HMDB0001160",4.75624266723223e-06,2.83518478542842e-06,2.31132009271914e-06,4.66788872337197e-06,-0.999999984809047,1.96926071656753e-06,1.08286590784333e-05
"HMDB0001167",-0.999995919908329,-0.999987771147602,1.80877324758831e-06,-0.99999984394369,-0.999989430692459,4.06585793160495e-05,9.23645139961945e-07
"HMDB0001175",-0.999717507903111,-0.999596877314272,-0.999804140843081,1.69006717307433e-08,6.34320201393836e-09,-0.999784019599423,-0.999902440515677
"HMDB0001178",0.000991772348704482,0.00327965526043545,-0.999521104853975,0.000681055053644669,5.59601847000743e-08,7.92577993119695e-08,-0.997363059981721
"HMDB0001185",-0.994508306383052,-0.985136029471604,-0.995449443492124,-0.999481225649091,-0.996652945976198,-0.9677464567082,0.0117851346190579
"HMDB0001198",-0.999999995798988,1.53757226501454e-08,9.94906092248933e-09,3.32125032728069e-09,-0.999999984719753,4.63216719798455e-08,4.65412356040234e-09
"HMDB0001201",-0.999999518771086,-0.999999866961398,-0.99999990801032,-0.99999942071736,-0.999998523539473,1.31635676611164e-06,3.99684401889694e-07
"HMDB0001218",2.35230285059056e-10,2.57932155195362e-10,7.12816728896438e-10,-0.999999999329424,5.93732400870364e-10,-0.999999999879527,-0.999999999885886
"HMDB0001220",-0.999999259565932,1.19039478050311e-06,-0.999999403377346,8.16904415853336e-07,2.35401603659296e-06,-0.999999086379039,-0.999999090057501
"HMDB0001227",0.00345980369649301,0.000801905574169956,-0.999158567985694,-0.996991979397447,-0.997399912083476,1.75257958408479e-09,0.000157299525882464
"HMDB0001232",-0.999999652054573,6.44532417596053e-07,-0.999999844995031,-0.999998563002048,-0.99999999832308,1.3006459620164e-06,2.42062585995896e-08
"HMDB0001248",-0.999477329512996,-0.997923972407005,1.57441344555339e-06,1.95089012030736e-06,6.05047353361666e-07,1.11216962513256e-06,-0.99934911811956
"HMDB0001251",4.3068893297052e-08,1.13996548527896e-09,1.20081792839849e-08,1.84436381431554e-09,1.6692406248542e-08,-0.999999999778478,-0.999999957562162
"HMDB0001256",6.54447506057553e-07,-0.999999942178092,1.79064346859857e-06,-0.999999976240625,-0.999999904927104,-0.999998931898692,3.06558029724088e-06
"HMDB0001257",-0.999999997997992,2.29049411809846e-09,3.52564284780073e-09,4.74668526344819e-09,5.14270507698692e-09,1.97297271494721e-09,5.85500745995292e-09
"HMDB0001259",-0.999998618568787,-0.999999267973592,-0.999999827510976,-0.99999822105839,-0.999999763331084,1.18818815416037e-06,3.22670178803935e-06
"HMDB0001261",4.7152708603381e-07,-0.999999871347519,2.03330629146373e-09,-0.999999988262245,3.21453804569963e-08,-0.999999149237801,-0.999996802899982
"HMDB0001262",2.72362977249702e-11,-0.999999999986192,3.08481838905787e-11,-0.999999999920772,1.26301827885618e-10,-0.999999999994611,8.23311967161273e-12
